#Format: JPTC/2
#Tool: jptc-collect 0.1.0
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-13T16:24:54.453Z
#
# Every value below is as measured. No correction of any kind has been
# applied, and no black level has been subtracted. The black level belongs
# to the dark set, which is why that one is shot first.
#
#Camera: Canon EOS R6 Mark II
#ImageWidth: 6000
#ImageHeight: 4000
#
#Corrected: ImageWidth/ImageHeight were submitted swapped and have been transposed here.
# Submitted as 4000x6000. The EOS R6 Mark II writes 6000x4000, and #RawSize
# 6188x4120 in this same header is landscape, so the sensor is not portrait.
# Nothing else in these files was touched. ImagePixels was already right, which
# is why no pixel-count check could have caught this: only the orientation was
# wrong, and every curve here is normalised by the HEIGHT.
# Transposed on 2026-08-14 by the analyst, not by the collector.
#ImagePixels: 24000000
#Firmware: 1.5.0
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 无损压缩
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: RGBG
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 6188x4120
#SensorBlackTag: 511
#SensorMaximum: 16383
#Pairing: Differential
#CropMosaic: 512x512
#PlanePerChannel: 256x256
#ISO: 100
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
#ChannelOrder: R,G1,G2,B by colour. G1 shares its row with red.
# Levels are raw. No black level has been subtracted, and none is quoted:
# the black level is a measurement of its own and lives in the dark set,
# which travels in the same submission. Joining the two is an analysis
# step, and doing it here would make one entry depend on another having
# been processed first -- a rule the person shooting should not have to know.
# StdDiff is the standard deviation of A-B. Not halved, not corrected.
# StdDiffClipped is the same after the sigma clip; the unclipped value is
# kept beside it so the clip can be judged rather than trusted.
#
# ShutterSec is what LibRaw resolved the shutter to, and which EXIF field it
# took depends on the camera: ExposureTime normally, ShutterSpeedValue when
# that is missing, and for some vendors a maker-note field instead. It is also
# a float, so a stored 10/2500 comes back as 0.004000000189989805 -- that tail
# is float32 rounding, not information from the camera.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field. Which of them to trust is an analysis decision.
# The two frames of a pair are grouped on an identical ShutterSec, so the
# fractions below are the ones frame A holds.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Aperture,Filename,FileB,N,R_Mean,G1_Mean,G2_Mean,B_Mean,R_Std,G1_Std,G2_Std,B_Std,R_MeanB,G1_MeanB,G2_MeanB,B_MeanB,R_StdB,G1_StdB,G2_StdB,B_StdB,R_StdMasked,G1_StdMasked,G2_StdMasked,B_StdMasked,R_StdDiff,G1_StdDiff,G2_StdDiff,B_StdDiff,R_StdDiffClipped,G1_StdDiffClipped,G2_StdDiffClipped,B_StdDiffClipped,R_DiffOffset,G1_DiffOffset,G2_DiffOffset,B_DiffOffset,R_Rejected,G1_Rejected,G2_Rejected,B_Rejected,R_ClipFrac,G1_ClipFrac,G2_ClipFrac,B_ClipFrac
100,0.10000000149011612,,,0,FU4A2516.CR3,FU4A2517.CR3,65536,1398.0270385742188,1848.1499786376953,1845.868896484375,1281.5710754394531,13.809889768952981,16.98542581192825,16.877731629504034,13.440846914078167,1398.406997680664,1848.6515045166016,1846.3409118652344,1281.8393096923828,13.734571527245343,16.934841496569767,16.8956808726928,13.573997313706984,13.797120809457745,16.969621319403586,16.861031654493797,13.423332332494194,17.11056842024475,20.381368846055032,20.36463389099842,17.114321581805424,17.06355033863869,20.31490040703821,20.297984456508523,17.05714141598975,-0.3799591064453125,-0.50152587890625,-0.472015380859375,-0.2682342529296875,28,34,34,33,0,0,0,0
100,0.06666667014360428,,,0,FU4A2518.CR3,FU4A2519.CR3,65536,1068.3355865478516,1349.7969055175781,1348.2276916503906,995.3339538574219,10.573915172674845,12.855680666737568,12.850030486942897,10.27836200489018,1068.1109313964844,1350.1331787109375,1348.5069885253906,995.8733825683594,10.541732439026104,12.860240588510328,12.804136195152068,10.203229261676281,10.552384803230005,12.834482935661466,12.833616298199953,10.259644815662174,13.56654484824564,16.146181804596214,16.046211851348676,13.384907568218946,13.501247430608961,16.075138372561412,16.001018901033067,13.32807637262789,0.2246551513671875,-0.336273193359375,-0.279296875,-0.5394287109375,47,44,27,43,0,0,0,0
100,0.03999999910593033,,,0,FU4A2520.CR3,FU4A2521.CR3,65536,860.7444763183594,1037.8453216552734,1036.8013153076172,815.8484649658203,8.054151243988397,9.78654540576032,9.733985211364889,7.93351493820424,860.7568817138672,1037.8682250976562,1036.8121643066406,815.8898315429688,8.028085852351433,9.817776668823944,9.793939938531675,7.957824072539273,8.038563176978553,9.76761542976606,9.72185090274656,7.918330462657227,10.659822407269248,12.706801342785194,12.65493545072092,10.674773414215972,10.615166979135518,12.657334555002057,12.618355146047849,10.626129715106282,-0.0124053955078125,-0.0229034423828125,-0.0108489990234375,-0.0413665771484375,40,40,28,46,0,0,0,0
100,0.02500000037252903,,,0,FU4A2522.CR3,FU4A2523.CR3,65536,731.5093536376953,842.7667388916016,842.0306854248047,703.0389099121094,6.1872343348782595,7.510175328310058,7.4790266921918915,6.498878986998425,731.5907440185547,842.9815216064453,842.2226715087891,703.1660308837891,6.170443885326087,7.498194002093601,7.481230096974515,6.482370312147471,6.169570620742013,7.497246067384843,7.4644788044717005,6.487876067187292,8.349530179049403,9.985163876982693,10.008747551976063,8.839701424900603,8.300261490603317,9.947530245350288,9.970182166690968,8.801321302488988,-0.081390380859375,-0.21478271484375,-0.191986083984375,-0.1271209716796875,59,37,36,44,0,0,0,0
100,0.01666666753590107,,,0,FU4A2524.CR3,FU4A2525.CR3,65536,650.5382385253906,720.586669921875,719.9817199707031,632.6266784667969,4.8311319931904,5.868625712660717,5.800027230088041,5.153095729342503,650.5331726074219,720.4846496582031,720.0176696777344,632.5551147460938,4.840550407576254,5.865771202679522,5.816729408907727,5.181024420565484,4.819096687751896,5.855372091112784,5.788473747093713,5.144044997674511,6.625737238918073,7.96015089852332,7.881092840518975,7.120303097462854,6.595437260584126,7.914365211975314,7.8509814891097385,7.093132340478286,0.00506591796875,0.102020263671875,-0.03594970703125,0.071563720703125,43,57,39,39,0,0,0,0
100,0.009999999776482582,,,0,FU4A2526.CR3,FU4A2527.CR3,65536,599.605712890625,643.6602935791016,643.3330993652344,587.9735717773438,3.839290082083196,4.568146829167704,4.566770957310056,3.806100371164152,599.5762786865234,643.6411743164062,643.3350982666016,587.9072113037109,3.843494845322118,4.590102925311338,4.572616966746411,3.800797705998123,3.8280390624977065,4.551177883079936,4.5493402640647895,3.7872085257014816,5.3029906031696,6.296386321813942,6.29017399003539,5.27198792599591,5.270100775367087,6.244848622205814,6.2401625888107715,5.221593251167077,0.0294342041015625,0.0191192626953125,-0.0019989013671875,0.0663604736328125,61,84,80,90,0,0,0,0
100,0.0062500000931322575,,,0,FU4A2528.CR3,FU4A2529.CR3,65536,567.4887084960938,595.4831848144531,595.1060943603516,560.0706939697266,3.0847633250055746,3.535244663130327,3.596059587243849,3.3142832650931515,567.5511932373047,595.4522094726562,595.119873046875,560.0078125,3.0835675113028884,3.551013145967571,3.612272506692145,3.340182175874895,3.0669061723697655,3.5116572172681644,3.583842930383285,3.3018804753594098,4.28672718793081,4.886281573613483,5.00732744209913,4.60027741634854,4.236298423004767,4.82111777988677,4.970618705055735,4.567564366483261,-0.0624847412109375,0.030975341796875,-0.0137786865234375,0.0628814697265625,118,133,69,70,0,0,0,0
100,0.004000000189989805,,,0,FU4A2530.CR3,FU4A2531.CR3,65536,547.1682281494141,565.1525115966797,564.7752227783203,542.8263244628906,2.493339826526382,2.860897688738708,2.884971587858667,2.59417928371349,547.2898712158203,565.2996215820312,564.9570617675781,542.9248199462891,2.494123149787509,2.8759628720962245,2.900504613555985,2.5929183504728623,2.4699015521312235,2.842008372787331,2.8713911269037,2.577995736849637,3.4700085309142286,3.9816101119282457,4.024912928596147,3.589301966102971,3.4127058199716984,3.92939689472887,3.986865438459738,3.5423052554968137,-0.12164306640625,-0.1471099853515625,-0.1818389892578125,-0.0984954833984375,154,130,90,122,0,0,0,0
100,0.0024999999441206455,,,0,FU4A2532.CR3,FU4A2533.CR3,65536,534.2640533447266,545.8197937011719,545.5729522705078,531.7122955322266,1.9845652874164696,2.3161168137310426,2.2850809175266633,2.4591833401026704,534.3870544433594,545.9204406738281,545.6562652587891,531.7721099853516,1.9789769303476838,2.3226937374109156,2.2810656855971327,2.450210581431347,1.965379478029768,2.301624919267568,2.2655514608873717,2.44205557277275,2.749764309157328,3.2234599453857826,3.1847588305535726,3.406592971685181,2.7005175682650226,3.1829291324045257,3.137877569759079,3.363020575730216,-0.1230010986328125,-0.10064697265625,-0.08331298828125,-0.059814453125,159,111,144,122,0,0,0,0
100,0.0015625000232830644,,,0,FU4A2534.CR3,FU4A2535.CR3,65536,526.4663543701172,533.8114929199219,533.6137390136719,524.1280517578125,1.7151273658901918,1.8742784111666198,1.900565460953086,1.992545004242962,526.5399627685547,533.8556365966797,533.68359375,524.1374053955078,1.7281186598517295,1.8796764234295555,1.891143783843419,1.9869862115346322,1.6991069355929105,1.8449733205259007,1.8873322220890996,1.9605305720893147,2.3933318045167904,2.603819849949037,2.6322361598065642,2.7676406354718766,2.354013176029192,2.538778886666091,2.5982788278655433,2.6884559476318652,-0.0736083984375,-0.0441436767578125,-0.069854736328125,-0.0093536376953125,140,245,108,268,0,0,0,0
