brand,model,sensor_id,iso_manufacturer,iso_measured,gray_level_255,gray_pct,snr_db
Canon,PowerShot SX60 HS,980,100,106.0,0.20827854348223,0.0816778601891098,0
Canon,PowerShot SX60 HS,980,100,106.0,0.40815100639261,0.1600592181931804,4.5663691418517
Canon,PowerShot SX60 HS,980,100,106.0,0.77927041622304,0.3055962416560941,8.5004511358509
Canon,PowerShot SX60 HS,980,100,106.0,1.4722566639672,0.5773555544969411,11.983004445016
Canon,PowerShot SX60 HS,980,100,106.0,2.8918162478681,1.134045587399255,15.364811837891
Canon,PowerShot SX60 HS,980,100,106.0,5.6413605772156,2.2122982655747454,18.502834626709
Canon,PowerShot SX60 HS,980,100,106.0,6.6387951349068,2.6034490725124706,19.245404062614
Canon,PowerShot SX60 HS,980,100,106.0,7.6362296925979,2.994599879450157,19.878348546856
Canon,PowerShot SX60 HS,980,100,106.0,8.633664250289,3.385750686387843,20.429645170641
Canon,PowerShot SX60 HS,980,100,106.0,9.6310988079802,3.7769014933255685,20.917784265301
Canon,PowerShot SX60 HS,980,100,106.0,10.628533365671,4.168052300263137,21.355620030383
Canon,PowerShot SX60 HS,980,100,106.0,11.625967923362,4.559203107200784,21.752448414772
Canon,PowerShot SX60 HS,980,100,106.0,12.623402481054,4.950353914138824,22.115208691827
Canon,PowerShot SX60 HS,980,100,106.0,13.620837038745,5.34150472107647,22.449217553104
Canon,PowerShot SX60 HS,980,100,106.0,14.618271596436,5.732655528014117,22.758638141042
Canon,PowerShot SX60 HS,980,100,106.0,15.615706154127,6.123806334951764,23.046791094808
Canon,PowerShot SX60 HS,980,100,106.0,16.613140711818,6.514957141889412,23.316367417268
Canon,PowerShot SX60 HS,980,100,106.0,17.610575269509,6.906107948827059,23.569578130885
Canon,PowerShot SX60 HS,980,100,106.0,18.6080098272,7.297258755764706,23.808261978082
Canon,PowerShot SX60 HS,980,100,106.0,19.605444384892,7.688409562702744,24.033964527421
Canon,PowerShot SX60 HS,980,100,106.0,20.602878942583,8.079560369640394,24.247997333964
Canon,PowerShot SX60 HS,980,100,106.0,21.600313500274,8.47071117657804,24.451482897607
Canon,PowerShot SX60 HS,980,100,106.0,22.597748057965,8.861861983515686,24.645389322246
Canon,PowerShot SX60 HS,980,100,106.0,23.595182615656,9.253012790453335,24.830557382361
Canon,PowerShot SX60 HS,980,100,106.0,24.592617173347,9.644163597390982,25.007721908766
Canon,PowerShot SX60 HS,980,100,106.0,25.590051731038,10.035314404328627,25.177528866375
Canon,PowerShot SX60 HS,980,100,106.0,26.587486288729,10.426465211266274,25.340549124848
Canon,PowerShot SX60 HS,980,100,106.0,27.584920846421,10.817616018204314,25.497289661842
Canon,PowerShot SX60 HS,980,100,106.0,28.582355404112,11.20876682514196,25.648202752511
Canon,PowerShot SX60 HS,980,100,106.0,29.579789961803,11.599917632079608,25.793693564488
Canon,PowerShot SX60 HS,980,100,106.0,30.577224519494,11.991068439017255,25.934126479165
Canon,PowerShot SX60 HS,980,100,106.0,31.574659077185,12.382219245954902,26.069830387248
Canon,PowerShot SX60 HS,980,100,106.0,32.572093634876,12.773370052892549,26.201103151999
Canon,PowerShot SX60 HS,980,100,106.0,33.569528192567,13.164520859830194,26.328215392355
Canon,PowerShot SX60 HS,980,100,106.0,34.566962750259,13.555671666768236,26.451413706585
