brand,model,sensor_id,iso_manufacturer,iso_measured,gray_level_255,gray_pct,snr_db
Panasonic,Lumix DC-GX800,1151,100,82.0,0.036847779652354,0.014450109667589804,0
Panasonic,Lumix DC-GX800,1151,100,82.0,0.056690585873304,0.022231602303256468,2.9503466138563
Panasonic,Lumix DC-GX800,1151,100,82.0,0.10310704248062,0.04043413430612549,6.7163144548579
Panasonic,Lumix DC-GX800,1151,100,82.0,0.18450958054136,0.07235669825151372,10.033374880771
Panasonic,Lumix DC-GX800,1151,100,82.0,0.37304339309316,0.1462915267032,13.683459737925
Panasonic,Lumix DC-GX800,1151,100,82.0,0.62991604412084,0.24702589965523136,16.219124976799
Panasonic,Lumix DC-GX800,1151,100,82.0,1.1789833589734,0.4623464152836863,19.125312051792
Panasonic,Lumix DC-GX800,1151,100,82.0,2.4058248069933,0.9434607086248236,22.330518517683
Panasonic,Lumix DC-GX800,1151,100,82.0,4.4229153232854,1.7344765973668235,25.016902696027
Panasonic,Lumix DC-GX800,1151,100,82.0,5.4373974474826,2.1323127245029805,25.920783049583
Panasonic,Lumix DC-GX800,1151,100,82.0,6.4518795716798,2.5301488516391375,26.667262052847
Panasonic,Lumix DC-GX800,1151,100,82.0,7.466361695877,2.927984978775294,27.302922532698
Panasonic,Lumix DC-GX800,1151,100,82.0,8.4808438200743,3.32582110591149,27.856311545959
Panasonic,Lumix DC-GX800,1151,100,82.0,9.4953259442715,3.7236572330476467,28.346194847446
Panasonic,Lumix DC-GX800,1151,100,82.0,10.509808068469,4.121493360183922,28.78557059065
Panasonic,Lumix DC-GX800,1151,100,82.0,11.524290192666,4.51932948732,29.183814622057
Panasonic,Lumix DC-GX800,1151,100,82.0,12.538772316863,4.917165614456078,29.547912696338
Panasonic,Lumix DC-GX800,1151,100,82.0,13.55325444106,5.315001741592157,29.883209575611
Panasonic,Lumix DC-GX800,1151,100,82.0,14.567736565258,5.712837868728628,30.193885867731
Panasonic,Lumix DC-GX800,1151,100,82.0,15.582218689455,6.1106739958647065,30.48327333945
Panasonic,Lumix DC-GX800,1151,100,82.0,16.596700813652,6.508510123000784,30.754070215489
Panasonic,Lumix DC-GX800,1151,100,82.0,17.611182937849,6.906346250136863,31.008492270348
Panasonic,Lumix DC-GX800,1151,100,82.0,18.625665062047,7.3041823772733325,31.248381402437
Panasonic,Lumix DC-GX800,1151,100,82.0,19.640147186244,7.702018504409412,31.475285285958
Panasonic,Lumix DC-GX800,1151,100,82.0,20.654629310441,8.09985463154549,31.690516879866
Panasonic,Lumix DC-GX800,1151,100,82.0,21.669111434638,8.49769075868157,31.895199613302
Panasonic,Lumix DC-GX800,1151,100,82.0,22.683593558835,8.895526885817647,32.090302195247
Panasonic,Lumix DC-GX800,1151,100,82.0,23.698075683033,9.293363012954117,32.276665782325
Panasonic,Lumix DC-GX800,1151,100,82.0,24.71255780723,9.691199140090195,32.455025433501
Panasonic,Lumix DC-GX800,1151,100,82.0,25.727039931427,10.089035267226274,32.626027235345
Panasonic,Lumix DC-GX800,1151,100,82.0,26.741522055624,10.486871394362353,32.790242105697
Panasonic,Lumix DC-GX800,1151,100,82.0,27.756004179822,10.884707521498823,32.948177020037
Panasonic,Lumix DC-GX800,1151,100,82.0,28.770486304019,11.282543648634903,33.100284217291
Panasonic,Lumix DC-GX800,1151,100,82.0,29.784968428216,11.680379775770982,33.246968806338
Panasonic,Lumix DC-GX800,1151,100,82.0,30.799450552413,12.078215902907058,33.388595095468
Panasonic,Lumix DC-GX800,1151,100,82.0,31.81393267661,12.476052030043137,33.525491893736
Panasonic,Lumix DC-GX800,1151,100,82.0,32.828414800808,12.873888157179609,33.657956978311
Panasonic,Lumix DC-GX800,1151,100,82.0,33.842896925005,13.271724284315686,33.786260880482
Panasonic,Lumix DC-GX800,1151,100,82.0,34.857379049202,13.669560411451764,33.910650111331
Panasonic,Lumix DC-GX800,1151,100,82.0,35.871861173399,14.067396538587843,34.031349923733
Panasonic,Lumix DC-GX800,1151,100,82.0,36.886343297597,14.465232665724315,34.148566688442
Panasonic,Lumix DC-GX800,1151,100,82.0,37.900825421794,14.863068792860393,34.262489947201
Panasonic,Lumix DC-GX800,1151,100,82.0,38.915307545991,15.26090491999647,34.373294194175
Panasonic,Lumix DC-GX800,1151,100,82.0,39.929789670188,15.65874104713255,34.48114042773
Panasonic,Lumix DC-GX800,1151,100,82.0,40.944271794385,16.05657717426863,34.586177507201
Panasonic,Lumix DC-GX800,1151,100,82.0,41.958753918583,16.4544133014051,34.688543343331
Panasonic,Lumix DC-GX800,1151,100,82.0,42.97323604278,16.852249428541178,34.788365946265
Panasonic,Lumix DC-GX800,1151,100,82.0,43.987718166977,17.250085555677252,34.885764351083
Panasonic,Lumix DC-GX800,1151,100,82.0,45.002200291174,17.647921682813333,34.980849437643
Panasonic,Lumix DC-GX800,1151,100,82.0,46.016682415372,18.045757809949805,35.0737246589
Panasonic,Lumix DC-GX800,1151,100,82.0,47.031164539569,18.443593937085883,35.164486689696
Panasonic,Lumix DC-GX800,1151,100,82.0,48.045646663766,18.84143006422196,35.25322600621
Panasonic,Lumix DC-GX800,1151,100,82.0,49.060128787963,19.23926619135804,35.340027404785
Panasonic,Lumix DC-GX800,1151,100,82.0,50.07461091216,19.63710231849412,35.424970467589
Panasonic,Lumix DC-GX800,1151,100,82.0,51.089093036358,20.034938445630587,35.508129981499
Panasonic,Lumix DC-GX800,1151,100,82.0,52.103575160555,20.432774572766668,35.589576315764
Panasonic,Lumix DC-GX800,1151,100,82.0,53.118057284752,20.830610699902742,35.669375763189
Panasonic,Lumix DC-GX800,1151,100,82.0,54.132539408949,21.228446827038823,35.747590849019
Panasonic,Lumix DC-GX800,1151,100,82.0,55.147021533147,21.626282954175295,35.8242806111
Panasonic,Lumix DC-GX800,1151,100,82.0,56.161503657344,22.024119081311373,35.899500854475
Panasonic,Lumix DC-GX800,1151,100,82.0,57.175985781541,22.421955208447454,35.97330438317
