brand,model,sensor_id,iso_manufacturer,iso_measured,gray_level_255,gray_pct,snr_db
Nikon,D3s,628,100,156.0,0.080148403619301,0.031430746517372946,0
Nikon,D3s,628,100,156.0,0.080148403619301,0.031430746517372946,1.9286549331066E-15
Nikon,D3s,628,100,156.0,0.084087701072377,0.032975569047990975,0.40868829756511
Nikon,D3s,628,100,156.0,0.10122457481759,0.03969591169317255,1.9848486525693
Nikon,D3s,628,100,156.0,0.14662651845396,0.05750059547214117,5.1122012488341
Nikon,D3s,628,100,156.0,0.21780501372152,0.08541373087118431,8.4100378523509
Nikon,D3s,628,100,156.0,0.41785996287237,0.16386665210681176,13.699782765445
Nikon,D3s,628,100,156.0,0.8325464724886,0.32648881274062747,19.007216408586
Nikon,D3s,628,100,156.0,1.2885920034993,0.5053301974507058,22.156673276891
Nikon,D3s,628,100,156.0,2.478401856081,0.971922296502353,26.494382047006
Nikon,D3s,628,100,156.0,4.8447364048569,1.899896629355647,30.44855678569
Nikon,D3s,628,100,156.0,5.8657782970819,2.300305214541922,31.49130380677
Nikon,D3s,628,100,156.0,6.886820189307,2.700713799728235,32.339572378441
Nikon,D3s,628,100,156.0,7.9078620815321,3.1011223849145493,33.051808072818
Nikon,D3s,628,100,156.0,8.9289039737572,3.5015309701008626,33.66391396143
Nikon,D3s,628,100,156.0,9.9499458659822,3.901939555287137,34.199431789559
Nikon,D3s,628,100,156.0,10.970987758207,4.302348140473333,34.674586505665
Nikon,D3s,628,100,156.0,11.992029650432,4.702756725659608,35.101009099128
Nikon,D3s,628,100,156.0,13.013071542657,5.103165310845882,35.487307441181
Nikon,D3s,628,100,156.0,14.034113434883,5.50357389603255,35.840022221004
Nikon,D3s,628,100,156.0,15.055155327108,5.903982481218824,36.164234754325
Nikon,D3s,628,100,156.0,16.076197219333,6.304391066405097,36.46396788568
Nikon,D3s,628,100,156.0,17.097239111558,6.704799651591372,36.742458791224
Nikon,D3s,628,100,156.0,18.118281003783,7.105208236777647,37.002349661044
Nikon,D3s,628,100,156.0,19.139322896008,7.505616821963922,37.245824128502
Nikon,D3s,628,100,156.0,20.160364788233,7.906025407150197,37.474706903598
Nikon,D3s,628,100,156.0,21.181406680458,8.306433992336471,37.69053786636
Nikon,D3s,628,100,156.0,22.202448572683,8.706842577522746,37.894628065418
Nikon,D3s,628,100,156.0,23.223490464908,9.10725116270902,38.088102659222
Nikon,D3s,628,100,156.0,24.244532357133,9.507659747895294,38.271934278304
Nikon,D3s,628,100,156.0,25.265574249358,9.908068333081568,38.446969254774
Nikon,D3s,628,100,156.0,26.286616141583,10.308476918267843,38.613948468126
Nikon,D3s,628,100,156.0,27.307658033809,10.708885503454509,38.773524076957
Nikon,D3s,628,100,156.0,28.328699926034,11.109294088640784,38.926273071017
Nikon,D3s,628,100,156.0,29.349741818259,11.509702673827059,39.072708340019
Nikon,D3s,628,100,156.0,30.370783710484,11.910111259013334,39.213287784385
Nikon,D3s,628,100,156.0,31.391825602709,12.310519844199609,39.348421868233
Nikon,D3s,628,100,156.0,32.412867494934,12.71092842938588,39.478479922811
Nikon,D3s,628,100,156.0,33.433909387159,13.111337014572156,39.603795439834
Nikon,D3s,628,100,156.0,34.454951279384,13.511745599758433,39.724670542467
Nikon,D3s,628,100,156.0,35.475993171609,13.912154184944706,39.841379782251
Nikon,D3s,628,100,156.0,36.497035063834,14.31256277013098,39.954173380062
Nikon,D3s,628,100,156.0,37.518076956059,14.712971355317253,40.063280005799
Nikon,D3s,628,100,156.0,38.539118848284,15.11337994050353,40.16890917321
Nikon,D3s,628,100,156.0,39.560160740509,15.513788525689803,40.271253311949
Nikon,D3s,628,100,156.0,40.581202632734,15.914197110876078,40.370489567575
Nikon,D3s,628,100,156.0,41.60224452496,16.314605696062745,40.466781371184
Nikon,D3s,628,100,156.0,42.623286417185,16.71501428124902,40.56027981309
Nikon,D3s,628,100,156.0,43.64432830941,17.115422866435296,40.651124849145
Nikon,D3s,628,100,156.0,44.665370201635,17.51583145162157,40.739446363526
Nikon,D3s,628,100,156.0,45.68641209386,17.916240036807842,40.825365107983
Nikon,D3s,628,100,156.0,46.707453986085,18.316648621994116,40.908993534348
Nikon,D3s,628,100,156.0,47.72849587831,18.717057207180392,40.990436534513
Nikon,D3s,628,100,156.0,48.749537770535,19.117465792366666,41.069792099928
