brand,model,sensor_id,iso_manufacturer,iso_measured,gray_level_255,gray_pct,snr_db
Sony,Alpha 580,685,100,75.0,0.036794857716802,0.014429355967373334,0
Sony,Alpha 580,685,100,75.0,0.051989251195224,0.02038794164518588,2.7368994553467
Sony,Alpha 580,685,100,75.0,0.095465319743779,0.03743738029167804,7.3344593340274
Sony,Alpha 580,685,100,75.0,0.15300929171859,0.060003643811211774,10.668539256788
Sony,Alpha 580,685,100,75.0,0.31914347372879,0.1251543034230549,15.393597416431
Sony,Alpha 580,685,100,75.0,0.64490907438736,0.2529055193675922,19.3984868715
Sony,Alpha 580,685,100,75.0,1.3697810719521,0.5371690478243529,23.252835273212
Sony,Alpha 580,685,100,75.0,2.6685444600602,1.0464880235530196,26.417190304812
Sony,Alpha 580,685,100,75.0,3.6860100065922,1.4454941202322353,27.894206645616
Sony,Alpha 580,685,100,75.0,4.7034755531242,1.8445002169114508,28.990581837666
Sony,Alpha 580,685,100,75.0,5.7209410996562,2.2435063135906668,29.861506824386
Sony,Alpha 580,685,100,75.0,6.7384066461882,2.6425124102698825,30.58327354971
Sony,Alpha 580,685,100,75.0,7.7558721927202,3.0415185069490978,31.199038073891
Sony,Alpha 580,685,100,75.0,8.7733377392523,3.4405246036283534,31.735590682392
Sony,Alpha 580,685,100,75.0,9.7908032857843,3.8395307003075683,32.210704705497
Sony,Alpha 580,685,100,75.0,10.808268832316,4.238536796986667,32.636775726785
Sony,Alpha 580,685,100,75.0,11.825734378848,4.6375428936658825,33.022792727038
Sony,Alpha 580,685,100,75.0,12.84319992538,5.036548990345098,33.37548177257
Sony,Alpha 580,685,100,75.0,13.860665471912,5.435555087024314,33.700006847873
Sony,Alpha 580,685,100,75.0,14.878131018444,5.83456118370353,34.000418844043
Sony,Alpha 580,685,100,75.0,15.895596564976,6.233567280382745,34.279954032261
Sony,Alpha 580,685,100,75.0,16.913062111508,6.632573377061961,34.541238771631
Sony,Alpha 580,685,100,75.0,17.93052765804,7.031579473741176,34.786433712077
Sony,Alpha 580,685,100,75.0,18.947993204572,7.4305855704203925,35.017337755765
Sony,Alpha 580,685,100,75.0,19.965458751104,7.829591667099607,35.235464541197
Sony,Alpha 580,685,100,75.0,20.982924297636,8.228597763778824,35.442099727644
Sony,Alpha 580,685,100,75.0,22.000389844168,8.62760386045804,35.638344587235
Sony,Alpha 580,685,100,75.0,23.0178553907,9.026609957137255,35.825149653021
Sony,Alpha 580,685,100,75.0,24.035320937232,9.425616053816471,36.003341026382
Sony,Alpha 580,685,100,75.0,25.052786483764,9.824622150495687,36.17364118521
Sony,Alpha 580,685,100,75.0,26.070252030297,10.223628247175293,36.336685616998
Sony,Alpha 580,685,100,75.0,27.087717576829,10.62263434385451,36.493036243332
Sony,Alpha 580,685,100,75.0,28.105183123361,11.021640440533726,36.64319235095
Sony,Alpha 580,685,100,75.0,29.122648669893,11.42064653721294,36.787599565231
Sony,Alpha 580,685,100,75.0,30.140114216425,11.819652633892156,36.926657272238
Sony,Alpha 580,685,100,75.0,31.157579762957,12.218658730571372,37.060724800466
Sony,Alpha 580,685,100,75.0,32.175045309489,12.617664827250588,37.190126602941
Sony,Alpha 580,685,100,75.0,33.192510856021,13.016670923929805,37.315156627612
Sony,Alpha 580,685,100,75.0,34.209976402553,13.41567702060902,37.436082023947
Sony,Alpha 580,685,100,75.0,35.227441949085,13.814683117288235,37.553146303169
Sony,Alpha 580,685,100,75.0,36.244907495617,14.21368921396745,37.666572045996
Sony,Alpha 580,685,100,75.0,37.262373042149,14.612695310646668,37.776563233481
Sony,Alpha 580,685,100,75.0,38.279838588681,15.011701407325884,37.883307262189
Sony,Alpha 580,685,100,75.0,39.297304135213,15.410707504005098,37.986976693666
Sony,Alpha 580,685,100,75.0,40.314769681745,15.809713600684313,38.087730779162
Sony,Alpha 580,685,100,75.0,41.332235228277,16.20871969736353,38.185716793379
Sony,Alpha 580,685,100,75.0,42.349700774809,16.607725794042747,38.281071205258
Sony,Alpha 580,685,100,75.0,43.367166321341,17.006731890721962,38.373920709118
Sony,Alpha 580,685,100,75.0,44.384631867873,17.405737987401178,38.464383135673
Sony,Alpha 580,685,100,75.0,45.402097414405,17.804744084080394,38.552568259342
Sony,Alpha 580,685,100,75.0,46.419562960937,18.20375018075961,38.638578515692
Sony,Alpha 580,685,100,75.0,47.437028507469,18.602756277438825,38.722509640772
Sony,Alpha 580,685,100,75.0,48.454494054001,19.00176237411804,38.804451242309
Sony,Alpha 580,685,100,75.0,49.471959600533,19.400768470797253,38.88448731131
