#Format: JPTC-SPECTRUM/1
#Tool: jptc-collect 0.1.4
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T17:07:05.477Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Leica M11 Monochrom
#ImageWidth: 9528
#ImageHeight: 6328
#ImagePixels: 60293184
#Firmware: 2.6.1
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 喵
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: GMCY
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 9536x6336
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#Axis: vertical
#TransformLength: 1950
#Window: hann
#Normalisation: |Y(k)|^2 / (N * sum(w^2)), averaged over lines
#OneSided: bins 1..N/2-1 are NOT doubled. To integrate a column back to a
#  variance, double every bin except DC and, for even N, Nyquist. Adding a
#  column up as it stands lands exactly a factor of two low, and nothing in
#  a plot of it would look wrong.
#Verification: with a rectangular window that doubled sum equals the
#  within-line variance exactly -- an identity that holds for any data, and
#  the check a normalisation slip cannot hide from. Under the Hann window
#  used here it comes out a few percent short, because the lines are not
#  stationary. The reference itself is the WithinRowVar / WithinColVar
#  columns of the scalar table: NOT StdA^2, which is the whole plane and so
#  also carries the line-to-line spread a periodogram cannot see.
#FreqUnit: cycles per channel-plane pixel (bin k -> k/1950); x2 for sensor pixels
#DiffPowerFactor: 2   (the difference spectrum is NOT halved here)
#LinesAveraged: 2950
#SignificantDigits: 6
#Note: single minus half the difference gives the fixed-pattern spectrum.
bin,freq,iso125_C00_single,iso125_C00_diff,iso125_C01_single,iso125_C01_diff,iso125_C10_single,iso125_C10_diff,iso125_C11_single,iso125_C11_diff,iso200_C00_single,iso200_C00_diff,iso200_C01_single,iso200_C01_diff,iso200_C10_single,iso200_C10_diff,iso200_C11_single,iso200_C11_diff,iso400_C00_single,iso400_C00_diff,iso400_C01_single,iso400_C01_diff,iso400_C10_single,iso400_C10_diff,iso400_C11_single,iso400_C11_diff,iso800_C00_single,iso800_C00_diff,iso800_C01_single,iso800_C01_diff,iso800_C10_single,iso800_C10_diff,iso800_C11_single,iso800_C11_diff,iso1600_C00_single,iso1600_C00_diff,iso1600_C01_single,iso1600_C01_diff,iso1600_C10_single,iso1600_C10_diff,iso1600_C11_single,iso1600_C11_diff,iso3200_C00_single,iso3200_C00_diff,iso3200_C01_single,iso3200_C01_diff,iso3200_C10_single,iso3200_C10_diff,iso3200_C11_single,iso3200_C11_diff,iso6400_C00_single,iso6400_C00_diff,iso6400_C01_single,iso6400_C01_diff,iso6400_C10_single,iso6400_C10_diff,iso6400_C11_single,iso6400_C11_diff,iso12500_C00_single,iso12500_C00_diff,iso12500_C01_single,iso12500_C01_diff,iso12500_C10_single,iso12500_C10_diff,iso12500_C11_single,iso12500_C11_diff,iso25000_C00_single,iso25000_C00_diff,iso25000_C01_single,iso25000_C01_diff,iso25000_C10_single,iso25000_C10_diff,iso25000_C11_single,iso25000_C11_diff
496,0.254359,0.00105410,0.00209562,0.00102439,0.00205135,0.00103632,0.00209226,0.00110275,0.00214087,0.00210914,0.00429587,0.00216123,0.00412323,0.00220844,0.00430416,0.00222368,0.00440931,0.00167020,0.00326947,0.00163358,0.00316911,0.00170586,0.00330386,0.00169361,0.00338475,0.00585674,0.0119461,0.00558819,0.0111325,0.00582303,0.0115587,0.00600404,0.0118387,0.0201593,0.0391178,0.0195997,0.0387019,0.0211124,0.0399848,0.0213116,0.0396532,0.0684230,0.136933,0.0683182,0.129109,0.0712725,0.137608,0.0715189,0.138613,0.197891,0.399153,0.198959,0.386946,0.197600,0.388331,0.223433,0.420977,0.657221,1.26877,0.597542,1.12696,0.613818,1.17716,0.680441,1.30121,2.47564,4.85408,2.25842,4.34412,2.34347,4.42896,2.54313,4.92779
497,0.254872,0.00107350,0.00213441,0.00102773,0.00211139,0.00106164,0.00213807,0.00107602,0.00212890,0.00215559,0.00422197,0.00219238,0.00437728,0.00222601,0.00430038,0.00215304,0.00436621,0.00167107,0.00325321,0.00167382,0.00324302,0.00172761,0.00336019,0.00171249,0.00344126,0.00569210,0.0114028,0.00575571,0.0110157,0.00576786,0.0114804,0.00595860,0.0117056,0.0196495,0.0386510,0.0197055,0.0390859,0.0207670,0.0396641,0.0211711,0.0407535,0.0689359,0.135738,0.0690383,0.130137,0.0708386,0.135628,0.0736923,0.141407,0.201445,0.396348,0.201763,0.385253,0.201964,0.395246,0.222006,0.421286,0.655665,1.27773,0.589390,1.13002,0.633520,1.19823,0.672349,1.29136,2.44536,4.86999,2.26878,4.43897,2.33540,4.45526,2.60549,5.02041
498,0.255385,0.00102406,0.00208346,0.00101155,0.00204538,0.00109073,0.00220173,0.00105684,0.00216081,0.00212928,0.00418579,0.00217800,0.00434949,0.00216818,0.00421858,0.00216432,0.00435665,0.00163133,0.00321399,0.00167630,0.00326770,0.00169038,0.00331932,0.00172699,0.00343754,0.00567080,0.0117871,0.00589382,0.0115712,0.00581665,0.0115824,0.00593930,0.0120275,0.0198421,0.0397181,0.0200489,0.0389357,0.0203944,0.0399034,0.0204472,0.0415120,0.0688382,0.136971,0.0679919,0.130721,0.0696568,0.137370,0.0717605,0.139923,0.209654,0.400851,0.199875,0.399628,0.204139,0.394849,0.218593,0.424180,0.678433,1.32654,0.590656,1.15230,0.614872,1.18410,0.661045,1.28517,2.43910,4.83876,2.17033,4.18002,2.33711,4.57431,2.67797,5.07641
499,0.255897,0.00102324,0.00204543,0.000994890,0.00199033,0.00103708,0.00213016,0.00105722,0.00206742,0.00209828,0.00416699,0.00219249,0.00438158,0.00226808,0.00438364,0.00218596,0.00441183,0.00167313,0.00328356,0.00169475,0.00327069,0.00165750,0.00330872,0.00175423,0.00344327,0.00557913,0.0123030,0.00588786,0.0120207,0.00579174,0.0119245,0.00596868,0.0122700,0.0197270,0.0393653,0.0198063,0.0383781,0.0211712,0.0394128,0.0207654,0.0417445,0.0680263,0.132862,0.0697123,0.134490,0.0689515,0.132670,0.0719704,0.142675,0.210166,0.413515,0.200262,0.389390,0.205472,0.399100,0.217520,0.412982,0.686588,1.33040,0.590440,1.20401,0.611934,1.20355,0.671553,1.30059,2.48219,4.80988,2.16752,4.23073,2.38215,4.61024,2.61677,5.06390
500,0.256410,0.00103566,0.00204152,0.00103363,0.00205843,0.00100619,0.00205254,0.00105622,0.00202083,0.00213125,0.00437396,0.00216639,0.00429547,0.00226191,0.00445407,0.00220518,0.00440498,0.00169313,0.00334730,0.00168469,0.00322332,0.00168169,0.00324757,0.00175498,0.00343998,0.00571144,0.0139252,0.00577106,0.0119163,0.00572268,0.0120852,0.00605119,0.0139319,0.0206041,0.0406046,0.0195374,0.0381139,0.0210552,0.0401243,0.0212145,0.0417305,0.0677504,0.132473,0.0677658,0.133104,0.0687218,0.134900,0.0720443,0.144153,0.210861,0.420222,0.198133,0.380560,0.206991,0.401726,0.214985,0.410636,0.681927,1.29166,0.609522,1.21299,0.638954,1.20925,0.677236,1.27450,2.43703,4.68338,2.17701,4.18056,2.30620,4.49110,2.58152,5.06284
501,0.256923,0.00106923,0.00209685,0.00105037,0.00201409,0.00103351,0.00203419,0.00109430,0.00211039,0.00211947,0.00445002,0.00215403,0.00424955,0.00216852,0.00436570,0.00220888,0.00438040,0.00172121,0.00330110,0.00162158,0.00318800,0.00173875,0.00341077,0.00175642,0.00344847,0.00575914,0.0138822,0.00572970,0.0116937,0.00570071,0.0113820,0.00611591,0.0139249,0.0202061,0.0392820,0.0196634,0.0390301,0.0205760,0.0403657,0.0216318,0.0419194,0.0681969,0.134632,0.0659502,0.129752,0.0699871,0.136624,0.0690843,0.144611,0.216573,0.428129,0.197807,0.390113,0.209014,0.403143,0.219247,0.418997,0.653904,1.25742,0.594092,1.18382,0.629884,1.18799,0.658753,1.27861,2.50887,4.83140,2.19789,4.19473,2.22429,4.37337,2.53802,4.83898
502,0.257436,0.00106169,0.00213833,0.00102389,0.00198670,0.00102934,0.00207142,0.00108552,0.00214753,0.00214222,0.00435985,0.00216920,0.00435258,0.00215418,0.00424003,0.00222199,0.00449778,0.00173694,0.00326955,0.00162573,0.00319342,0.00171337,0.00336828,0.00172450,0.00340512,0.00570981,0.0131182,0.00570052,0.0115555,0.00572699,0.0114597,0.00606445,0.0134845,0.0199436,0.0387059,0.0193039,0.0380866,0.0202717,0.0401607,0.0208930,0.0415852,0.0690026,0.134200,0.0669051,0.130296,0.0701733,0.134407,0.0715288,0.139165,0.206581,0.420940,0.198376,0.389358,0.212431,0.405801,0.221839,0.421711,0.645745,1.26016,0.599109,1.15361,0.626401,1.15921,0.655800,1.26682,2.50095,4.88497,2.28200,4.36900,2.28276,4.49179,2.53915,4.94602
503,0.257949,0.00106127,0.00210773,0.00101761,0.00204209,0.00102531,0.00202253,0.00108581,0.00206484,0.00215634,0.00422009,0.00208721,0.00416307,0.00215862,0.00430284,0.00226817,0.00443577,0.00167049,0.00324874,0.00161947,0.00330867,0.00168418,0.00335634,0.00171897,0.00337184,0.00563026,0.0113777,0.00553840,0.0110454,0.00578351,0.0113990,0.00594678,0.0121913,0.0198811,0.0403541,0.0193158,0.0383189,0.0201630,0.0401203,0.0207534,0.0412599,0.0694575,0.134670,0.0681244,0.131041,0.0718413,0.138076,0.0728029,0.137720,0.203248,0.413028,0.201055,0.390354,0.209426,0.395363,0.220353,0.416555,0.647131,1.26051,0.606552,1.16959,0.609990,1.16839,0.657733,1.26648,2.39767,4.87092,2.19122,4.48117,2.35441,4.47724,2.54137,4.99252
504,0.258462,0.00105370,0.00209520,0.00101320,0.00201668,0.00104482,0.00207369,0.00107293,0.00209579,0.00211370,0.00420207,0.00210941,0.00428713,0.00216578,0.00432536,0.00222217,0.00428065,0.00165621,0.00323339,0.00162662,0.00339160,0.00171738,0.00333838,0.00172285,0.00333542,0.00559952,0.0119457,0.00571756,0.0109463,0.00596676,0.0115471,0.00579255,0.0124959,0.0199191,0.0400539,0.0202499,0.0405317,0.0205163,0.0403585,0.0214854,0.0409651,0.0683920,0.134626,0.0670507,0.131664,0.0693070,0.135889,0.0716586,0.137766,0.204778,0.403166,0.192934,0.389705,0.210267,0.399965,0.219746,0.428152,0.675667,1.29100,0.594280,1.15949,0.613001,1.19711,0.692256,1.30845,2.38397,4.75987,2.20661,4.34887,2.38699,4.45802,2.58094,5.02023
505,0.258974,0.00102067,0.00207293,0.00104099,0.00204341,0.00103117,0.00206955,0.00107447,0.00212161,0.00217764,0.00433576,0.00214487,0.00449583,0.00220053,0.00437524,0.00220779,0.00432273,0.00167057,0.00327176,0.00163525,0.00327961,0.00169540,0.00329670,0.00170061,0.00332912,0.00577613,0.0119754,0.00565017,0.0110016,0.00577506,0.0112272,0.00601747,0.0129828,0.0199021,0.0402728,0.0195906,0.0394577,0.0201806,0.0387420,0.0219225,0.0415262,0.0690093,0.135513,0.0673442,0.131648,0.0694530,0.136483,0.0711433,0.138461,0.205316,0.401570,0.194983,0.384819,0.209423,0.396285,0.219965,0.419962,0.673558,1.28836,0.580453,1.14706,0.620115,1.21192,0.671960,1.28427,2.42265,4.69577,2.20318,4.25149,2.34133,4.31499,2.61675,5.04815
506,0.259487,0.00101780,0.00208746,0.00103595,0.00206137,0.00103240,0.00204165,0.00104341,0.00210048,0.00215311,0.00437937,0.00218232,0.00441206,0.00222085,0.00443427,0.00225688,0.00442190,0.00164930,0.00332630,0.00157158,0.00310826,0.00168341,0.00315341,0.00173150,0.00333651,0.00575508,0.0129924,0.00555280,0.0111385,0.00572534,0.0113914,0.00606614,0.0137778,0.0198795,0.0404308,0.0195828,0.0398313,0.0202634,0.0386781,0.0217418,0.0400635,0.0679900,0.133990,0.0673624,0.131500,0.0712689,0.136086,0.0695727,0.136359,0.200163,0.401051,0.199777,0.388334,0.208400,0.395463,0.217878,0.422034,0.652595,1.26970,0.596252,1.16226,0.630009,1.22470,0.676613,1.32085,2.38381,4.73463,2.27061,4.47900,2.31724,4.50389,2.56225,4.92774
507,0.260000,0.00104234,0.00207199,0.00103423,0.00205617,0.00103808,0.00209477,0.00105499,0.00210812,0.00212876,0.00441513,0.00213352,0.00417174,0.00220836,0.00433962,0.00222998,0.00428709,0.00172963,0.00330087,0.00163052,0.00318865,0.00172548,0.00323274,0.00173324,0.00342843,0.00573292,0.0134824,0.00548740,0.0116523,0.00574807,0.0120369,0.00598477,0.0138941,0.0198862,0.0394431,0.0202534,0.0403433,0.0206322,0.0389995,0.0216078,0.0399919,0.0687849,0.135841,0.0665785,0.132821,0.0703235,0.132930,0.0716387,0.138796,0.200856,0.405426,0.200304,0.392591,0.210275,0.407766,0.210106,0.410996,0.661798,1.24458,0.597632,1.15040,0.636663,1.21468,0.690027,1.34420,2.41956,4.76932,2.24615,4.43717,2.24550,4.46825,2.59038,4.92783
508,0.260513,0.00107096,0.00210469,0.00103322,0.00204381,0.00106799,0.00209828,0.00106136,0.00218361,0.00218127,0.00440668,0.00211843,0.00418227,0.00218243,0.00432774,0.00219462,0.00429574,0.00172317,0.00326862,0.00159561,0.00314016,0.00171665,0.00343960,0.00168200,0.00344191,0.00577693,0.0122009,0.00551623,0.0113727,0.00571266,0.0117517,0.00583644,0.0120924,0.0198338,0.0400078,0.0204460,0.0403389,0.0206666,0.0389874,0.0212313,0.0406766,0.0680979,0.137265,0.0683430,0.134549,0.0696366,0.133977,0.0739680,0.142577,0.206063,0.404603,0.192879,0.386329,0.209055,0.409275,0.207793,0.410518,0.645128,1.23896,0.598538,1.14524,0.642902,1.24340,0.690533,1.35827,2.49682,4.83818,2.16838,4.33327,2.28990,4.50100,2.53618,4.91717
509,0.261026,0.00107622,0.00218764,0.00103496,0.00204441,0.00105254,0.00209368,0.00104436,0.00219164,0.00217774,0.00432210,0.00214343,0.00412899,0.00215778,0.00423037,0.00222022,0.00444566,0.00169549,0.00331784,0.00160633,0.00320829,0.00170879,0.00344288,0.00168984,0.00322850,0.00566142,0.0113743,0.00572691,0.0113703,0.00548288,0.0112413,0.00573853,0.0112490,0.0198386,0.0389308,0.0197067,0.0396111,0.0199287,0.0397403,0.0213285,0.0404037,0.0686096,0.138844,0.0689178,0.138299,0.0721204,0.138645,0.0721264,0.137178,0.204848,0.398899,0.195369,0.379840,0.207986,0.402167,0.215943,0.420377,0.651663,1.26396,0.606481,1.17300,0.627286,1.22276,0.679294,1.34889,2.46449,4.72331,2.25942,4.48830,2.30932,4.55365,2.57107,4.96621
510,0.261538,0.00102832,0.00214204,0.00102126,0.00209281,0.00106391,0.00214942,0.00105365,0.00212331,0.00216745,0.00439006,0.00222413,0.00419205,0.00226129,0.00440144,0.00226673,0.00445501,0.00164055,0.00332982,0.00166680,0.00322736,0.00167363,0.00335344,0.00176261,0.00338930,0.00582089,0.0123800,0.00571036,0.0116583,0.00566121,0.0114872,0.00601878,0.0122433,0.0200692,0.0391854,0.0202874,0.0383926,0.0195112,0.0390068,0.0211789,0.0404586,0.0691873,0.140049,0.0696396,0.135789,0.0722000,0.139141,0.0694152,0.134088,0.201961,0.395671,0.196089,0.381322,0.206947,0.394292,0.212951,0.430881,0.653728,1.26200,0.587522,1.15310,0.600188,1.20535,0.690131,1.31755,2.39942,4.65995,2.26223,4.27571,2.27367,4.51162,2.60705,4.99982
511,0.262051,0.00101639,0.00207767,0.00100935,0.00210803,0.00105388,0.00211521,0.00105763,0.00208179,0.00211770,0.00418951,0.00217787,0.00434382,0.00219742,0.00434440,0.00226727,0.00440999,0.00161653,0.00320462,0.00167220,0.00327621,0.00170434,0.00333318,0.00172529,0.00337627,0.00567938,0.0130291,0.00566586,0.0114929,0.00593565,0.0117050,0.00600298,0.0131009,0.0198712,0.0397778,0.0201268,0.0385952,0.0199737,0.0398992,0.0213478,0.0412010,0.0669998,0.137989,0.0692065,0.135488,0.0706307,0.139619,0.0719518,0.138371,0.206719,0.401492,0.195539,0.380141,0.206972,0.398478,0.216963,0.437201,0.657963,1.27175,0.583148,1.13054,0.597738,1.22617,0.696690,1.33124,2.41586,4.77372,2.23720,4.30835,2.31988,4.58035,2.55000,4.93849
512,0.262564,0.00101059,0.00203617,0.00100478,0.00208932,0.00106765,0.00213399,0.00107326,0.00210768,0.00211943,0.00414872,0.00217195,0.00439667,0.00218402,0.00438126,0.00219506,0.00438687,0.00166444,0.00333346,0.00164525,0.00336247,0.00171241,0.00329735,0.00170333,0.00334937,0.00570739,0.0117626,0.00560624,0.0109706,0.00600169,0.0118330,0.00577896,0.0121969,0.0197185,0.0394843,0.0192818,0.0382344,0.0204407,0.0405611,0.0212902,0.0401405,0.0688722,0.134533,0.0689154,0.135004,0.0713842,0.140555,0.0721407,0.136471,0.205918,0.398667,0.194448,0.381060,0.208047,0.402033,0.217505,0.438812,0.653497,1.27168,0.593371,1.15847,0.619466,1.22822,0.673495,1.33604,2.45960,4.72013,2.23532,4.38970,2.27909,4.43619,2.49693,4.89608
513,0.263077,0.00102427,0.00206224,0.00100425,0.00208036,0.00105808,0.00216586,0.00102533,0.00208663,0.00213029,0.00424174,0.00222627,0.00441214,0.00228064,0.00448096,0.00219089,0.00446285,0.00170962,0.00332078,0.00164205,0.00329224,0.00168975,0.00323030,0.00176741,0.00343558,0.00582962,0.0115100,0.00550611,0.0110821,0.00579333,0.0113039,0.00581227,0.0117115,0.0199053,0.0394598,0.0191256,0.0398528,0.0205865,0.0399292,0.0209468,0.0400877,0.0692459,0.134266,0.0681362,0.133277,0.0702706,0.135542,0.0730188,0.141635,0.210283,0.397944,0.194782,0.373830,0.206712,0.395586,0.222728,0.431691,0.647991,1.27117,0.594144,1.14755,0.611214,1.19810,0.670654,1.33138,2.50626,4.77789,2.29404,4.39381,2.28346,4.41359,2.50147,4.89604
514,0.263590,0.00101190,0.00211254,0.00100613,0.00208024,0.00106055,0.00215003,0.00102151,0.00208171,0.00215410,0.00414664,0.00220131,0.00435429,0.00224606,0.00438315,0.00221398,0.00459617,0.00171073,0.00336863,0.00163323,0.00320629,0.00169185,0.00325344,0.00171930,0.00335191,0.00592416,0.0117112,0.00569382,0.0111834,0.00568215,0.0111070,0.00601095,0.0118070,0.0198512,0.0389073,0.0197620,0.0400720,0.0202832,0.0397293,0.0209611,0.0405887,0.0671147,0.130528,0.0672529,0.133552,0.0692110,0.133391,0.0728868,0.142604,0.209973,0.408173,0.197442,0.378348,0.206187,0.398615,0.221637,0.422712,0.658019,1.27071,0.580955,1.12350,0.639647,1.22195,0.675507,1.29652,2.46014,4.88989,2.26243,4.40505,2.32649,4.44203,2.52120,4.97717
515,0.264103,0.00103151,0.00209420,0.00102193,0.00202121,0.00106526,0.00212131,0.00106700,0.00212001,0.00218355,0.00419489,0.00216081,0.00426604,0.00228200,0.00433812,0.00229400,0.00466214,0.00168551,0.00338379,0.00161831,0.00324945,0.00170663,0.00324674,0.00170235,0.00331795,0.00571001,0.0114334,0.00578252,0.0113578,0.00578165,0.0114400,0.00605791,0.0118300,0.0196890,0.0401304,0.0194974,0.0389906,0.0205564,0.0410317,0.0210793,0.0404209,0.0671275,0.130704,0.0680013,0.132847,0.0717983,0.135783,0.0741591,0.143693,0.202089,0.414299,0.197108,0.382797,0.204686,0.407861,0.212630,0.412979,0.650102,1.25052,0.586227,1.12856,0.624528,1.16121,0.668468,1.27131,2.45944,4.90455,2.22712,4.21787,2.26231,4.35276,2.49354,5.01018
516,0.264615,0.00105631,0.00207400,0.00101132,0.00204942,0.00105222,0.00203863,0.00106215,0.00208507,0.00211446,0.00428526,0.00214606,0.00430586,0.00226056,0.00428480,0.00228483,0.00454788,0.00165023,0.00330699,0.00163370,0.00320644,0.00168993,0.00325549,0.00166771,0.00333021,0.00560420,0.0112658,0.00567756,0.0112437,0.00588367,0.0115736,0.00589246,0.0112881,0.0199591,0.0395842,0.0200142,0.0386300,0.0208572,0.0398172,0.0207586,0.0405742,0.0696441,0.137806,0.0663042,0.135672,0.0677653,0.131926,0.0726279,0.140344,0.203760,0.408489,0.198705,0.392130,0.206283,0.398844,0.216130,0.415078,0.627632,1.25163,0.574135,1.13844,0.619429,1.16485,0.673568,1.29685,2.50698,5.00537,2.15872,4.30676,2.35402,4.48729,2.60181,5.04113
517,0.265128,0.00106465,0.00217679,0.00102568,0.00206192,0.00108051,0.00208082,0.00105964,0.00214466,0.00216434,0.00420346,0.00214579,0.00424035,0.00225096,0.00435650,0.00223477,0.00437682,0.00165637,0.00331184,0.00164582,0.00321817,0.00172854,0.00332643,0.00170496,0.00340461,0.00566071,0.0109420,0.00555618,0.0110852,0.00578466,0.0116064,0.00599054,0.0116869,0.0203835,0.0401656,0.0195947,0.0375483,0.0204040,0.0387380,0.0204345,0.0398776,0.0701141,0.138060,0.0659239,0.132737,0.0672145,0.136628,0.0734727,0.140287,0.207334,0.414997,0.200849,0.396419,0.206424,0.391073,0.219038,0.423992,0.638264,1.28378,0.579074,1.13178,0.612384,1.17653,0.677041,1.30219,2.49680,4.97263,2.16253,4.35257,2.40589,4.47060,2.63001,5.10107
518,0.265641,0.00105423,0.00218547,0.00101806,0.00203620,0.00107037,0.00207658,0.00108247,0.00219515,0.00210047,0.00407624,0.00218564,0.00427621,0.00223941,0.00432970,0.00217912,0.00434050,0.00167429,0.00318477,0.00166409,0.00328728,0.00170066,0.00331339,0.00172592,0.00337323,0.00564112,0.0108384,0.00573610,0.0108870,0.00578564,0.0110718,0.00592921,0.0114733,0.0197971,0.0403978,0.0192017,0.0382655,0.0199120,0.0395625,0.0204541,0.0395715,0.0686916,0.131980,0.0670431,0.127538,0.0707511,0.138113,0.0712390,0.137669,0.204942,0.408858,0.198156,0.385711,0.203338,0.396800,0.222140,0.432197,0.661702,1.29743,0.585892,1.14570,0.600495,1.17103,0.695719,1.34766,2.47931,4.79586,2.17996,4.24144,2.45228,4.54286,2.55298,4.93090
519,0.266154,0.00105490,0.00212980,0.00101882,0.00198582,0.00104844,0.00204729,0.00110838,0.00213710,0.00213187,0.00424844,0.00213835,0.00418734,0.00216465,0.00424823,0.00221324,0.00443869,0.00168286,0.00328868,0.00165250,0.00320508,0.00168286,0.00326567,0.00170354,0.00330218,0.00581059,0.0111008,0.00552572,0.0108062,0.00581369,0.0111237,0.00595677,0.0113926,0.0198461,0.0403002,0.0197738,0.0390936,0.0202058,0.0400057,0.0208801,0.0404653,0.0668218,0.132441,0.0678727,0.128889,0.0688812,0.133695,0.0710109,0.138418,0.205530,0.399645,0.194952,0.378592,0.195015,0.385272,0.219420,0.417535,0.654059,1.30738,0.599164,1.11182,0.623747,1.21971,0.695286,1.34730,2.49902,4.81076,2.20333,4.25477,2.32424,4.49224,2.49608,4.91565
520,0.266667,0.00107127,0.00213692,0.00101988,0.00204615,0.00104025,0.00208753,0.00107242,0.00207780,0.00219024,0.00444253,0.00209801,0.00423062,0.00217662,0.00428435,0.00223221,0.00440550,0.00166731,0.00331754,0.00162712,0.00319320,0.00171615,0.00328208,0.00173268,0.00330261,0.00590365,0.0113207,0.00553900,0.0109025,0.00570621,0.0113019,0.00598478,0.0114653,0.0201740,0.0403391,0.0199449,0.0396925,0.0207846,0.0405592,0.0207581,0.0402430,0.0665710,0.130333,0.0676756,0.131017,0.0688198,0.137237,0.0715708,0.141669,0.210701,0.403797,0.192519,0.383294,0.208580,0.404404,0.217709,0.429968,0.653066,1.29190,0.592867,1.12653,0.607354,1.20324,0.702042,1.35426,2.46909,4.88586,2.20060,4.32488,2.31003,4.50517,2.58422,4.96861
521,0.267179,0.00104256,0.00206495,0.00101544,0.00204580,0.00103842,0.00209819,0.00107157,0.00210314,0.00211527,0.00440380,0.00212010,0.00416715,0.00221945,0.00431481,0.00224916,0.00436871,0.00168001,0.00332944,0.00162460,0.00320120,0.00169283,0.00328682,0.00167486,0.00325072,0.00570127,0.0110928,0.00563785,0.0109314,0.00598137,0.0114843,0.00594754,0.0117296,0.0203619,0.0396605,0.0197992,0.0390569,0.0204607,0.0399131,0.0209752,0.0398465,0.0688042,0.133880,0.0657318,0.131018,0.0692367,0.138412,0.0713316,0.136412,0.212556,0.409056,0.194889,0.381536,0.202989,0.394737,0.212202,0.425683,0.650862,1.28540,0.578457,1.12050,0.619869,1.17565,0.681879,1.31628,2.49952,4.94282,2.16445,4.36614,2.33268,4.50866,2.61526,4.96146
522,0.267692,0.00104701,0.00205060,0.00102276,0.00203659,0.00106760,0.00214960,0.00108180,0.00216340,0.00218667,0.00441767,0.00215225,0.00430799,0.00220523,0.00450222,0.00224130,0.00436649,0.00166326,0.00332912,0.00163094,0.00327533,0.00171564,0.00331327,0.00165751,0.00323266,0.00575961,0.0110994,0.00560867,0.0108503,0.00591452,0.0114197,0.00595327,0.0116726,0.0199657,0.0398791,0.0201379,0.0394373,0.0207802,0.0406810,0.0211435,0.0403873,0.0684062,0.133371,0.0661067,0.132205,0.0663626,0.133436,0.0693769,0.134360,0.209734,0.414445,0.193563,0.377739,0.205695,0.399242,0.223251,0.430542,0.654974,1.28736,0.590885,1.16794,0.621224,1.15837,0.679061,1.32757,2.49704,4.85586,2.22239,4.32664,2.27040,4.41088,2.70672,5.11352
523,0.268205,0.00104161,0.00205991,0.00100792,0.00200409,0.00104953,0.00209685,0.00109372,0.00213931,0.00223627,0.00443050,0.00217446,0.00449478,0.00222587,0.00455131,0.00224534,0.00441097,0.00162445,0.00323110,0.00167753,0.00337779,0.00169474,0.00325663,0.00169064,0.00321624,0.00578684,0.0114458,0.00553328,0.0107781,0.00577697,0.0112667,0.00578925,0.0112727,0.0198079,0.0397513,0.0200638,0.0398936,0.0202274,0.0394446,0.0209277,0.0405505,0.0700801,0.135743,0.0681629,0.132127,0.0691238,0.136257,0.0703115,0.137193,0.207358,0.402542,0.194401,0.383413,0.209633,0.411634,0.220373,0.432618,0.641815,1.29607,0.601649,1.18651,0.622642,1.17850,0.677717,1.32093,2.43550,4.79830,2.21156,4.32481,2.26700,4.41867,2.58001,4.97554
524,0.268718,0.00102990,0.00210855,0.00106547,0.00211623,0.00103969,0.00207969,0.00107179,0.00206117,0.00217720,0.00432454,0.00222566,0.00434840,0.00225606,0.00447923,0.00219069,0.00430923,0.00161923,0.00326053,0.00170884,0.00331202,0.00171910,0.00333395,0.00167340,0.00322851,0.00568671,0.0114030,0.00552103,0.0105724,0.00574180,0.0113076,0.00586527,0.0114925,0.0195172,0.0396824,0.0196752,0.0388436,0.0207715,0.0394720,0.0212251,0.0413997,0.0693732,0.134061,0.0676468,0.132861,0.0706266,0.137423,0.0719722,0.137035,0.206645,0.405014,0.194694,0.379219,0.206529,0.399475,0.216869,0.429331,0.645037,1.27668,0.603801,1.18012,0.628404,1.15575,0.698179,1.32432,2.42657,4.73027,2.24017,4.36472,2.31448,4.51533,2.55192,4.99206
