#Format: JPTC-SPECTRUM/1
#Tool: jptc-collect 0.1.4
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T17:07:05.477Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Leica M11 Monochrom
#ImageWidth: 9528
#ImageHeight: 6328
#ImagePixels: 60293184
#Firmware: 2.6.1
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 喵
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: GMCY
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 9536x6336
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#Axis: vertical
#TransformLength: 1950
#Window: hann
#Normalisation: |Y(k)|^2 / (N * sum(w^2)), averaged over lines
#OneSided: bins 1..N/2-1 are NOT doubled. To integrate a column back to a
#  variance, double every bin except DC and, for even N, Nyquist. Adding a
#  column up as it stands lands exactly a factor of two low, and nothing in
#  a plot of it would look wrong.
#Verification: with a rectangular window that doubled sum equals the
#  within-line variance exactly -- an identity that holds for any data, and
#  the check a normalisation slip cannot hide from. Under the Hann window
#  used here it comes out a few percent short, because the lines are not
#  stationary. The reference itself is the WithinRowVar / WithinColVar
#  columns of the scalar table: NOT StdA^2, which is the whole plane and so
#  also carries the line-to-line spread a periodogram cannot see.
#FreqUnit: cycles per channel-plane pixel (bin k -> k/1950); x2 for sensor pixels
#DiffPowerFactor: 2   (the difference spectrum is NOT halved here)
#LinesAveraged: 2950
#SignificantDigits: 6
#Note: single minus half the difference gives the fixed-pattern spectrum.
bin,freq,iso125_C00_single,iso125_C00_diff,iso125_C01_single,iso125_C01_diff,iso125_C10_single,iso125_C10_diff,iso125_C11_single,iso125_C11_diff,iso200_C00_single,iso200_C00_diff,iso200_C01_single,iso200_C01_diff,iso200_C10_single,iso200_C10_diff,iso200_C11_single,iso200_C11_diff,iso400_C00_single,iso400_C00_diff,iso400_C01_single,iso400_C01_diff,iso400_C10_single,iso400_C10_diff,iso400_C11_single,iso400_C11_diff,iso800_C00_single,iso800_C00_diff,iso800_C01_single,iso800_C01_diff,iso800_C10_single,iso800_C10_diff,iso800_C11_single,iso800_C11_diff,iso1600_C00_single,iso1600_C00_diff,iso1600_C01_single,iso1600_C01_diff,iso1600_C10_single,iso1600_C10_diff,iso1600_C11_single,iso1600_C11_diff,iso3200_C00_single,iso3200_C00_diff,iso3200_C01_single,iso3200_C01_diff,iso3200_C10_single,iso3200_C10_diff,iso3200_C11_single,iso3200_C11_diff,iso6400_C00_single,iso6400_C00_diff,iso6400_C01_single,iso6400_C01_diff,iso6400_C10_single,iso6400_C10_diff,iso6400_C11_single,iso6400_C11_diff,iso12500_C00_single,iso12500_C00_diff,iso12500_C01_single,iso12500_C01_diff,iso12500_C10_single,iso12500_C10_diff,iso12500_C11_single,iso12500_C11_diff,iso25000_C00_single,iso25000_C00_diff,iso25000_C01_single,iso25000_C01_diff,iso25000_C10_single,iso25000_C10_diff,iso25000_C11_single,iso25000_C11_diff
130,0.0666667,0.000994420,0.00196310,0.00103635,0.00205855,0.00103901,0.00208303,0.00104747,0.00207585,0.00223482,0.00444773,0.00213282,0.00438113,0.00210963,0.00425506,0.00220064,0.00436623,0.00163394,0.00329863,0.00165317,0.00321949,0.00172491,0.00335092,0.00178622,0.00345600,0.00597721,0.0115324,0.00551773,0.0107535,0.00573104,0.0113662,0.00620496,0.0119414,0.0201186,0.0399393,0.0200562,0.0383387,0.0202254,0.0404147,0.0207337,0.0403699,0.0665296,0.133884,0.0685404,0.133420,0.0690326,0.138995,0.0703851,0.137484,0.208886,0.392516,0.199673,0.393269,0.212393,0.413080,0.223100,0.434943,0.636794,1.26388,0.618071,1.20878,0.606553,1.19640,0.669852,1.28128,2.56487,4.92541,2.22961,4.33384,2.38202,4.58211,2.58053,5.04808
131,0.0671795,0.00101986,0.00206264,0.00103281,0.00209524,0.00103645,0.00207017,0.00106849,0.00214502,0.00222268,0.00433389,0.00216321,0.00432321,0.00215394,0.00431637,0.00218287,0.00426564,0.00161023,0.00324209,0.00172726,0.00326525,0.00167793,0.00323345,0.00174295,0.00343543,0.00579767,0.0114097,0.00571563,0.0109720,0.00561729,0.0113099,0.00583301,0.0114114,0.0201950,0.0397052,0.0196667,0.0374709,0.0200800,0.0385003,0.0209854,0.0394326,0.0675329,0.133336,0.0683981,0.134541,0.0712424,0.138963,0.0710432,0.140360,0.204437,0.397637,0.202343,0.398092,0.212043,0.399220,0.213988,0.426042,0.644514,1.24639,0.614170,1.21092,0.614260,1.19237,0.667942,1.31948,2.44011,4.74740,2.22810,4.24522,2.38246,4.60507,2.67176,5.15791
132,0.0676923,0.00102431,0.00209195,0.00103105,0.00207901,0.00106947,0.00210602,0.00108966,0.00214091,0.00215813,0.00435026,0.00215007,0.00426864,0.00217790,0.00442139,0.00220375,0.00433287,0.00164452,0.00328956,0.00168571,0.00327257,0.00170344,0.00332693,0.00176528,0.00336367,0.00577361,0.0113877,0.00555284,0.0108076,0.00582063,0.0116040,0.00586567,0.0112359,0.0202706,0.0397718,0.0197641,0.0381015,0.0197680,0.0388696,0.0208522,0.0401512,0.0693652,0.132923,0.0673077,0.132619,0.0701267,0.138546,0.0751300,0.141371,0.207162,0.402466,0.202812,0.396706,0.204674,0.394877,0.212530,0.428429,0.652744,1.25475,0.609501,1.20185,0.611337,1.15422,0.682632,1.32552,2.43666,4.79611,2.25276,4.28460,2.38162,4.64990,2.64582,5.15000
133,0.0682051,0.00102300,0.00208612,0.00104611,0.00202349,0.00103800,0.00201299,0.00103971,0.00208416,0.00215089,0.00425255,0.00217245,0.00425924,0.00220239,0.00432151,0.00217645,0.00431978,0.00169378,0.00332486,0.00163577,0.00322972,0.00172522,0.00338168,0.00180749,0.00341434,0.00579979,0.0111019,0.00541480,0.0110434,0.00606378,0.0116425,0.00598605,0.0114007,0.0199202,0.0388999,0.0194635,0.0372738,0.0204450,0.0395958,0.0203610,0.0402588,0.0692909,0.134549,0.0667489,0.130493,0.0693248,0.133333,0.0735317,0.140223,0.208052,0.398649,0.201884,0.393514,0.211193,0.403682,0.212403,0.415034,0.642966,1.29731,0.607712,1.18342,0.612612,1.15655,0.672854,1.28802,2.46085,4.68084,2.36742,4.49424,2.44028,4.72598,2.63758,5.00066
134,0.0687179,0.00105192,0.00209397,0.00101227,0.00200512,0.00103967,0.00208627,0.00102289,0.00202388,0.00215350,0.00422650,0.00213665,0.00438616,0.00220798,0.00431022,0.00220509,0.00449752,0.00171243,0.00326608,0.00162859,0.00316636,0.00175375,0.00338217,0.00179757,0.00336841,0.00562082,0.0108025,0.00549819,0.0110315,0.00583127,0.0109021,0.00613065,0.0118195,0.0204076,0.0394234,0.0197707,0.0384432,0.0205096,0.0399373,0.0209094,0.0394493,0.0707688,0.135851,0.0671867,0.130942,0.0692731,0.134072,0.0737718,0.140597,0.208625,0.401200,0.199886,0.391947,0.214636,0.406900,0.217420,0.411663,0.629867,1.30533,0.597275,1.16386,0.616111,1.17201,0.675417,1.26619,2.46678,4.79276,2.33791,4.40115,2.41836,4.62968,2.68482,5.05846
135,0.0692308,0.00105501,0.00205388,0.00100837,0.00204050,0.00104935,0.00207207,0.00104525,0.00206143,0.00217636,0.00436562,0.00218378,0.00437035,0.00221594,0.00439233,0.00226321,0.00454415,0.00172811,0.00332281,0.00163753,0.00323910,0.00163207,0.00325152,0.00172850,0.00340135,0.00568061,0.0109401,0.00560754,0.0113343,0.00580025,0.0110299,0.00604137,0.0118984,0.0207324,0.0399508,0.0200467,0.0386745,0.0207511,0.0408184,0.0212209,0.0408031,0.0693145,0.134008,0.0661368,0.130293,0.0701131,0.134602,0.0734188,0.136378,0.209849,0.413142,0.199645,0.388233,0.210421,0.404547,0.212559,0.421701,0.662079,1.27200,0.570708,1.10894,0.623509,1.19448,0.685054,1.30480,2.50392,4.84102,2.24306,4.25278,2.42309,4.65770,2.61275,5.01591
136,0.0697436,0.00103182,0.00205526,0.00102666,0.00212509,0.00106850,0.00208636,0.00105085,0.00207634,0.00220211,0.00434280,0.00218249,0.00431330,0.00219918,0.00440515,0.00218690,0.00436897,0.00166007,0.00322702,0.00167314,0.00336802,0.00164958,0.00333745,0.00170141,0.00335621,0.00566463,0.0111257,0.00569457,0.0115787,0.00577435,0.0112791,0.00580992,0.0113017,0.0203225,0.0398883,0.0203392,0.0396632,0.0205505,0.0397021,0.0213049,0.0427880,0.0684650,0.132718,0.0656922,0.130428,0.0700719,0.134675,0.0725637,0.138652,0.211166,0.416919,0.198066,0.390214,0.207420,0.394473,0.218725,0.429135,0.670896,1.25588,0.576474,1.12998,0.617621,1.20208,0.695681,1.32692,2.52087,4.76194,2.25583,4.41684,2.39844,4.60598,2.58970,4.97263
137,0.0702564,0.00103519,0.00208657,0.00104650,0.00208773,0.00106599,0.00210637,0.00102591,0.00200545,0.00213120,0.00416777,0.00216045,0.00439532,0.00216492,0.00437933,0.00215009,0.00427853,0.00162945,0.00334328,0.00168256,0.00333280,0.00173319,0.00332844,0.00174228,0.00342467,0.00573333,0.0114017,0.00548789,0.0112112,0.00576417,0.0115227,0.00604589,0.0116231,0.0206640,0.0398882,0.0203852,0.0391434,0.0201458,0.0391118,0.0210403,0.0421258,0.0684847,0.135367,0.0670307,0.132623,0.0681555,0.133809,0.0720601,0.138478,0.204862,0.413571,0.199721,0.386393,0.207741,0.397511,0.219991,0.431212,0.673461,1.25647,0.585124,1.15801,0.635296,1.21530,0.698775,1.32990,2.47112,4.96177,2.30058,4.51319,2.30425,4.56006,2.57198,5.05476
138,0.0707692,0.00102441,0.00205756,0.00103782,0.00205771,0.00105286,0.00209507,0.00104391,0.00205011,0.00208801,0.00413877,0.00208609,0.00418823,0.00219966,0.00429532,0.00221673,0.00439651,0.00163520,0.00338052,0.00161170,0.00326640,0.00175583,0.00330391,0.00174991,0.00332326,0.00592914,0.0113587,0.00540549,0.0109248,0.00584978,0.0114063,0.00602506,0.0117936,0.0203260,0.0393252,0.0200280,0.0391817,0.0203314,0.0400048,0.0207705,0.0403868,0.0713792,0.139602,0.0675757,0.133541,0.0677270,0.134246,0.0708087,0.136528,0.206115,0.404459,0.201181,0.378282,0.212724,0.414090,0.219160,0.426437,0.644419,1.25206,0.597586,1.16102,0.634518,1.19182,0.712733,1.33748,2.46082,4.88087,2.24060,4.42722,2.29757,4.39433,2.50429,4.84734
139,0.0712821,0.00103226,0.00201529,0.000990667,0.00202836,0.00102712,0.00207019,0.00107331,0.00211227,0.00209958,0.00419166,0.00207343,0.00416241,0.00222957,0.00437480,0.00219647,0.00442442,0.00164733,0.00327063,0.00164357,0.00321245,0.00169491,0.00324604,0.00172058,0.00325254,0.00591416,0.0114482,0.00550420,0.0106589,0.00579745,0.0113376,0.00582334,0.0112951,0.0197313,0.0387848,0.0190172,0.0380054,0.0200311,0.0390983,0.0210801,0.0401177,0.0702397,0.136362,0.0666206,0.133535,0.0679736,0.132614,0.0717152,0.140046,0.207504,0.406480,0.197405,0.378255,0.211395,0.410543,0.220437,0.429694,0.634881,1.24828,0.616650,1.16793,0.631720,1.21871,0.700574,1.32123,2.51599,4.85383,2.33100,4.47516,2.30411,4.51127,2.60758,4.92969
140,0.0717949,0.00106880,0.00206967,0.000975459,0.00201025,0.00102644,0.00208681,0.00104641,0.00209243,0.00216231,0.00439570,0.00206715,0.00430323,0.00222235,0.00446160,0.00225097,0.00445908,0.00165720,0.00319973,0.00166364,0.00320007,0.00170000,0.00333493,0.00174030,0.00332731,0.00575251,0.0114653,0.00550455,0.0107214,0.00564873,0.0113250,0.00575649,0.0112821,0.0198340,0.0389955,0.0194782,0.0384785,0.0203190,0.0395215,0.0208337,0.0397181,0.0686584,0.135479,0.0661580,0.131931,0.0700295,0.133259,0.0714822,0.140635,0.204407,0.398240,0.194557,0.378380,0.206930,0.400877,0.215913,0.419774,0.659705,1.29176,0.604429,1.17053,0.645509,1.23052,0.664183,1.29902,2.47191,4.85429,2.37689,4.43255,2.33416,4.51210,2.62287,5.00947
141,0.0723077,0.00101675,0.00204316,0.00103567,0.00202982,0.00106227,0.00215301,0.00101581,0.00206605,0.00219967,0.00432503,0.00211576,0.00441831,0.00222383,0.00440815,0.00221453,0.00434700,0.00174020,0.00326535,0.00159207,0.00325040,0.00166482,0.00336848,0.00174311,0.00338960,0.00571220,0.0111690,0.00554760,0.0111366,0.00568690,0.0112912,0.00585163,0.0114887,0.0200684,0.0397876,0.0199129,0.0384243,0.0207727,0.0390310,0.0207057,0.0395572,0.0697925,0.138475,0.0668664,0.130110,0.0703904,0.134285,0.0712791,0.138689,0.207077,0.413289,0.196871,0.391456,0.207192,0.393433,0.213844,0.416291,0.662215,1.30265,0.586574,1.15905,0.624203,1.21163,0.672109,1.32350,2.49722,4.86080,2.31078,4.45310,2.33095,4.43393,2.58726,5.01243
142,0.0728205,0.00101421,0.00208957,0.00105512,0.00203745,0.00107391,0.00212239,0.00105146,0.00209280,0.00226782,0.00443646,0.00218660,0.00442693,0.00219319,0.00434980,0.00217918,0.00439061,0.00169547,0.00331712,0.00160687,0.00329871,0.00170288,0.00338258,0.00173662,0.00335257,0.00575239,0.0112625,0.00554008,0.0113072,0.00580770,0.0114038,0.00588569,0.0116595,0.0196759,0.0385066,0.0204579,0.0383279,0.0209288,0.0392730,0.0209230,0.0402462,0.0721682,0.136604,0.0638915,0.127346,0.0720552,0.134678,0.0733463,0.135088,0.207462,0.405356,0.198386,0.398856,0.206683,0.390085,0.215714,0.429877,0.674902,1.30187,0.595711,1.19228,0.622163,1.20568,0.688360,1.33690,2.49207,4.75181,2.27894,4.59000,2.32204,4.48940,2.58466,4.90957
143,0.0733333,0.00102460,0.00206944,0.00102819,0.00206733,0.00106263,0.00209198,0.00103388,0.00208787,0.00225123,0.00434842,0.00219798,0.00434911,0.00217584,0.00434502,0.00218218,0.00431644,0.00168576,0.00331284,0.00165363,0.00332554,0.00169234,0.00333172,0.00173221,0.00331065,0.00579882,0.0117015,0.00567500,0.0110821,0.00586745,0.0112561,0.00581261,0.0113326,0.0190318,0.0381497,0.0196952,0.0392845,0.0210755,0.0402018,0.0206040,0.0403811,0.0703387,0.133980,0.0639555,0.128940,0.0704785,0.133468,0.0733484,0.137594,0.204498,0.405502,0.205845,0.402268,0.207643,0.393884,0.218257,0.431089,0.678053,1.32218,0.613256,1.20883,0.619989,1.18778,0.687568,1.34256,2.47089,4.76033,2.30860,4.58879,2.35788,4.46551,2.57596,4.96895
144,0.0738462,0.00101059,0.00204501,0.00100195,0.00202025,0.00104565,0.00207467,0.00103829,0.00210922,0.00218427,0.00438338,0.00213352,0.00424436,0.00218067,0.00424179,0.00218772,0.00427507,0.00170042,0.00332288,0.00165131,0.00325555,0.00171939,0.00328457,0.00171276,0.00337617,0.00577975,0.0116378,0.00568316,0.0108197,0.00573590,0.0111911,0.00579606,0.0109516,0.0193057,0.0384962,0.0193172,0.0388705,0.0210789,0.0399512,0.0210691,0.0399514,0.0682858,0.134912,0.0647350,0.131438,0.0686858,0.135456,0.0719950,0.140121,0.208538,0.419245,0.202608,0.396269,0.205618,0.403444,0.218801,0.419519,0.654496,1.30045,0.621594,1.20943,0.627093,1.23216,0.674473,1.27295,2.54860,4.92970,2.28914,4.50381,2.36973,4.49565,2.61150,4.92362
145,0.0743590,0.00102910,0.00208798,0.00103845,0.00206664,0.00107127,0.00210273,0.00105176,0.00204405,0.00219608,0.00446031,0.00214422,0.00419351,0.00220364,0.00422572,0.00223754,0.00441210,0.00164551,0.00326907,0.00166103,0.00328235,0.00175200,0.00331057,0.00169506,0.00337638,0.00569832,0.0111583,0.00554239,0.0109425,0.00582268,0.0113685,0.00602288,0.0113104,0.0202472,0.0395305,0.0195614,0.0385819,0.0208061,0.0393498,0.0209658,0.0404814,0.0709466,0.139663,0.0659241,0.129977,0.0706184,0.136995,0.0698715,0.138884,0.207516,0.411399,0.198154,0.382575,0.207240,0.408150,0.218455,0.420588,0.660895,1.30503,0.604466,1.20725,0.627736,1.22377,0.708700,1.29452,2.48790,4.74489,2.27440,4.38820,2.27806,4.56464,2.61727,4.89574
146,0.0748718,0.00101624,0.00204455,0.00106854,0.00211591,0.00104192,0.00209129,0.00103107,0.00204202,0.00219443,0.00448230,0.00219912,0.00428266,0.00225323,0.00435754,0.00229570,0.00435550,0.00161933,0.00324145,0.00165189,0.00322214,0.00170426,0.00331445,0.00169201,0.00338769,0.00575502,0.0109381,0.00554705,0.0109680,0.00589210,0.0115569,0.00594399,0.0116061,0.0200300,0.0401257,0.0200994,0.0391002,0.0207828,0.0393103,0.0205130,0.0409045,0.0687526,0.132322,0.0658622,0.128179,0.0684447,0.131037,0.0712643,0.139320,0.204795,0.406417,0.201635,0.379384,0.211615,0.407341,0.223290,0.429898,0.673050,1.29289,0.591397,1.16556,0.629874,1.20688,0.707259,1.31802,2.49521,4.69639,2.26385,4.34406,2.26976,4.47354,2.61798,5.00142
147,0.0753846,0.000989149,0.00203133,0.00104077,0.00209393,0.00104975,0.00219005,0.00101122,0.00200290,0.00213293,0.00448091,0.00213240,0.00422843,0.00220606,0.00439338,0.00223578,0.00429283,0.00160771,0.00327307,0.00167281,0.00322620,0.00169967,0.00326543,0.00173615,0.00332968,0.00565516,0.0110692,0.00558444,0.0109512,0.00588394,0.0115229,0.00591164,0.0115711,0.0196077,0.0395738,0.0195465,0.0388433,0.0209673,0.0402169,0.0206830,0.0405464,0.0686029,0.130799,0.0661286,0.126923,0.0691180,0.134822,0.0731791,0.139287,0.207527,0.405780,0.192829,0.382635,0.215555,0.416273,0.228301,0.426572,0.678617,1.26789,0.600514,1.15977,0.646978,1.21845,0.672040,1.30535,2.51676,4.82230,2.25387,4.45311,2.31103,4.42765,2.54215,5.04820
148,0.0758974,0.00100655,0.00203661,0.00100264,0.00195953,0.00106250,0.00212748,0.00102470,0.00201144,0.00220222,0.00444156,0.00214140,0.00430970,0.00219495,0.00435320,0.00225756,0.00427713,0.00163795,0.00326240,0.00163685,0.00317445,0.00171313,0.00333463,0.00170872,0.00332527,0.00577619,0.0112506,0.00561576,0.0106771,0.00579354,0.0112066,0.00609974,0.0117150,0.0195118,0.0404929,0.0201415,0.0392580,0.0203537,0.0405147,0.0207098,0.0404223,0.0704288,0.137449,0.0665005,0.127931,0.0722272,0.137101,0.0735874,0.137753,0.207908,0.412542,0.191261,0.382731,0.207119,0.416449,0.213398,0.428187,0.651922,1.24726,0.613978,1.20922,0.638276,1.23081,0.680693,1.31880,2.45831,4.83026,2.27021,4.51647,2.34243,4.31849,2.55900,5.09866
149,0.0764103,0.00104581,0.00208766,0.00101998,0.00205628,0.00105769,0.00208623,0.00103807,0.00211739,0.00221924,0.00434739,0.00227319,0.00459928,0.00219790,0.00448877,0.00224534,0.00432135,0.00167219,0.00326636,0.00161471,0.00318770,0.00169990,0.00330243,0.00171070,0.00337471,0.00572341,0.0113102,0.00552335,0.0106821,0.00565545,0.0112066,0.00606826,0.0118327,0.0196673,0.0401970,0.0201803,0.0395765,0.0201009,0.0395276,0.0204990,0.0400103,0.0698896,0.138273,0.0662570,0.131353,0.0721634,0.134297,0.0718301,0.139198,0.206894,0.421499,0.194123,0.386494,0.204166,0.404662,0.207754,0.427624,0.635233,1.22765,0.611543,1.20755,0.627353,1.23983,0.701920,1.36707,2.51006,4.87258,2.27123,4.38776,2.32724,4.49063,2.66025,5.17798
150,0.0769231,0.00103319,0.00208845,0.00104982,0.00211157,0.00104304,0.00210919,0.00104421,0.00215190,0.00220657,0.00442942,0.00227458,0.00456595,0.00228233,0.00451536,0.00219745,0.00440240,0.00164818,0.00320270,0.00165322,0.00322318,0.00170851,0.00326519,0.00174366,0.00339442,0.00544969,0.0109557,0.00576805,0.0112096,0.00577916,0.0115913,0.00618540,0.0118321,0.0196670,0.0391369,0.0199911,0.0397112,0.0207552,0.0405273,0.0211764,0.0410181,0.0686686,0.134824,0.0675501,0.133683,0.0698225,0.134505,0.0726351,0.140866,0.213763,0.427298,0.196216,0.391722,0.208757,0.400562,0.212492,0.415484,0.646361,1.25944,0.599631,1.18480,0.632751,1.21882,0.708755,1.37010,2.47026,4.92707,2.36931,4.54664,2.32804,4.61828,2.63037,4.99520
151,0.0774359,0.00101722,0.00198691,0.00104719,0.00211034,0.00104377,0.00206770,0.00104132,0.00206635,0.00215249,0.00439150,0.00215505,0.00429255,0.00221179,0.00438493,0.00224176,0.00443741,0.00167703,0.00327446,0.00166292,0.00321526,0.00173011,0.00331270,0.00177742,0.00346277,0.00550103,0.0110411,0.00588777,0.0116167,0.00580671,0.0117569,0.00605548,0.0116844,0.0197033,0.0390054,0.0196737,0.0380057,0.0205305,0.0415697,0.0214930,0.0420198,0.0676272,0.135709,0.0665078,0.131573,0.0706617,0.138173,0.0745221,0.144603,0.209241,0.414580,0.199914,0.397997,0.207324,0.397197,0.209990,0.408943,0.679580,1.30384,0.609581,1.17220,0.640757,1.23598,0.706309,1.39893,2.47244,4.96419,2.28478,4.45684,2.35148,4.55706,2.58523,4.93800
152,0.0779487,0.00103233,0.00203602,0.00103534,0.00207527,0.00102931,0.00205873,0.00102077,0.00202675,0.00215265,0.00425934,0.00214520,0.00434192,0.00216134,0.00436272,0.00219707,0.00444409,0.00167646,0.00323734,0.00162641,0.00314038,0.00173195,0.00331294,0.00174014,0.00335451,0.00548482,0.0109504,0.00582404,0.0114159,0.00581876,0.0113662,0.00605805,0.0116772,0.0197172,0.0390660,0.0194704,0.0375976,0.0208761,0.0405523,0.0218100,0.0419025,0.0712184,0.136923,0.0674959,0.132994,0.0710389,0.136405,0.0752233,0.143407,0.209650,0.406769,0.203988,0.403339,0.206434,0.403832,0.210532,0.406264,0.652602,1.30214,0.612758,1.20867,0.628766,1.22331,0.696870,1.33261,2.46999,4.78656,2.28206,4.39649,2.41121,4.64520,2.62200,4.95415
153,0.0784615,0.000998564,0.00205264,0.00100182,0.00205901,0.00103692,0.00209485,0.00104041,0.00207437,0.00219643,0.00433381,0.00215826,0.00430786,0.00221354,0.00436435,0.00221860,0.00454838,0.00164889,0.00316591,0.00160470,0.00319080,0.00169704,0.00339929,0.00173527,0.00324789,0.00566726,0.0109862,0.00584783,0.0115837,0.00576701,0.0110106,0.00599984,0.0116644,0.0202212,0.0405308,0.0198481,0.0385028,0.0206529,0.0397959,0.0211426,0.0404348,0.0689496,0.132696,0.0685840,0.134985,0.0707150,0.134666,0.0716624,0.136604,0.211101,0.420957,0.197208,0.393140,0.210289,0.401656,0.211554,0.413485,0.664542,1.28981,0.614324,1.16962,0.600758,1.20214,0.698105,1.29867,2.47923,4.77013,2.28870,4.36765,2.39737,4.65694,2.66515,5.17284
154,0.0789744,0.00103126,0.00212830,0.00101370,0.00205391,0.00105977,0.00212618,0.00107629,0.00215366,0.00215568,0.00431528,0.00218153,0.00436166,0.00219995,0.00436913,0.00222352,0.00446204,0.00165796,0.00327611,0.00164084,0.00324345,0.00167770,0.00325768,0.00175966,0.00337630,0.00583971,0.0110945,0.00579469,0.0115173,0.00560497,0.0110974,0.00593663,0.0117018,0.0198052,0.0399721,0.0200663,0.0397803,0.0203604,0.0393420,0.0207269,0.0404316,0.0682687,0.132025,0.0687049,0.135345,0.0703591,0.136126,0.0721311,0.138304,0.211116,0.413215,0.188400,0.384648,0.209934,0.403202,0.208757,0.422286,0.663669,1.30287,0.604342,1.14223,0.605171,1.21781,0.696986,1.35167,2.44909,4.94902,2.28802,4.29594,2.34887,4.52998,2.62190,5.12820
155,0.0794872,0.00105424,0.00206693,0.00105572,0.00211456,0.00107943,0.00218314,0.00104778,0.00210411,0.00217460,0.00423607,0.00217370,0.00426168,0.00215963,0.00422539,0.00223998,0.00448676,0.00166461,0.00327705,0.00166746,0.00323466,0.00174819,0.00334043,0.00175361,0.00331299,0.00567667,0.0110803,0.00573753,0.0115076,0.00588255,0.0113352,0.00585314,0.0117590,0.0198495,0.0395431,0.0196945,0.0395469,0.0202455,0.0397461,0.0210954,0.0406408,0.0681654,0.132787,0.0671940,0.134329,0.0715222,0.134606,0.0731553,0.140242,0.214899,0.405599,0.193763,0.394996,0.209298,0.403998,0.218169,0.418169,0.626145,1.28652,0.597704,1.15111,0.626315,1.22133,0.681291,1.35119,2.46841,4.90680,2.25148,4.33678,2.32176,4.56158,2.57944,5.04706
156,0.0800000,0.00108029,0.00208618,0.00105788,0.00210047,0.00108491,0.00209409,0.00104208,0.00209363,0.00225271,0.00451774,0.00216153,0.00425802,0.00222206,0.00438813,0.00217529,0.00444059,0.00164950,0.00332208,0.00167348,0.00313315,0.00167761,0.00325485,0.00172209,0.00323610,0.00567351,0.0110961,0.00553364,0.0111240,0.00587620,0.0115000,0.00571126,0.0117429,0.0198540,0.0390027,0.0193517,0.0389164,0.0204823,0.0396940,0.0216298,0.0407646,0.0679746,0.130197,0.0661842,0.131782,0.0704728,0.132350,0.0733529,0.139989,0.212641,0.405992,0.195996,0.391643,0.202996,0.388668,0.215085,0.415190,0.643965,1.28622,0.594599,1.15184,0.630180,1.19781,0.696128,1.34622,2.43843,4.74764,2.24691,4.32742,2.30391,4.53714,2.63297,5.08909
157,0.0805128,0.00102088,0.00205567,0.00104958,0.00210487,0.00106636,0.00206628,0.00103814,0.00210994,0.00216926,0.00435337,0.00219041,0.00415801,0.00221055,0.00441757,0.00214698,0.00435612,0.00166619,0.00331394,0.00163912,0.00316864,0.00168673,0.00318407,0.00171363,0.00334020,0.00556244,0.0110784,0.00548840,0.0111019,0.00573051,0.0112613,0.00587364,0.0112028,0.0199200,0.0388202,0.0194483,0.0389678,0.0203872,0.0401065,0.0210719,0.0397403,0.0675826,0.131739,0.0658859,0.132499,0.0694982,0.134641,0.0725584,0.136461,0.208326,0.404300,0.197136,0.385346,0.209473,0.387102,0.217773,0.425002,0.652120,1.28338,0.597907,1.13789,0.638501,1.18830,0.690623,1.34213,2.51655,4.71070,2.27443,4.42392,2.30690,4.48867,2.59559,5.00207
158,0.0810256,0.00104294,0.00203489,0.00104866,0.00210012,0.00104790,0.00207460,0.00105150,0.00209225,0.00209498,0.00423516,0.00221666,0.00424058,0.00221518,0.00433526,0.00224818,0.00436159,0.00167194,0.00330744,0.00160333,0.00314713,0.00172074,0.00330765,0.00168786,0.00331475,0.00547567,0.0110667,0.00575138,0.0113395,0.00584895,0.0111680,0.00598462,0.0111284,0.0192840,0.0381362,0.0194457,0.0378945,0.0205596,0.0393699,0.0206249,0.0397984,0.0675436,0.133165,0.0663489,0.132291,0.0677388,0.130873,0.0724137,0.137076,0.208598,0.403822,0.198160,0.387647,0.210769,0.397727,0.221371,0.415807,0.674515,1.29007,0.590387,1.15579,0.614877,1.20574,0.698666,1.35990,2.49786,4.88121,2.24191,4.32850,2.37121,4.60833,2.56326,4.98140
