#Format: JPTC-SPECTRUM/1
#Tool: jptc-collect 0.1.4
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T17:07:05.477Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Leica M11 Monochrom
#ImageWidth: 9528
#ImageHeight: 6328
#ImagePixels: 60293184
#Firmware: 2.6.1
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 喵
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: GMCY
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 9536x6336
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#Axis: horizontal
#TransformLength: 2950
#Window: hann
#Normalisation: |Y(k)|^2 / (N * sum(w^2)), averaged over lines
#OneSided: bins 1..N/2-1 are NOT doubled. To integrate a column back to a
#  variance, double every bin except DC and, for even N, Nyquist. Adding a
#  column up as it stands lands exactly a factor of two low, and nothing in
#  a plot of it would look wrong.
#Verification: with a rectangular window that doubled sum equals the
#  within-line variance exactly -- an identity that holds for any data, and
#  the check a normalisation slip cannot hide from. Under the Hann window
#  used here it comes out a few percent short, because the lines are not
#  stationary. The reference itself is the WithinRowVar / WithinColVar
#  columns of the scalar table: NOT StdA^2, which is the whole plane and so
#  also carries the line-to-line spread a periodogram cannot see.
#FreqUnit: cycles per channel-plane pixel (bin k -> k/2950); x2 for sensor pixels
#DiffPowerFactor: 2   (the difference spectrum is NOT halved here)
#LinesAveraged: 1950
#SignificantDigits: 6
#Note: single minus half the difference gives the fixed-pattern spectrum.
bin,freq,iso125_C00_single,iso125_C00_diff,iso125_C01_single,iso125_C01_diff,iso125_C10_single,iso125_C10_diff,iso125_C11_single,iso125_C11_diff,iso200_C00_single,iso200_C00_diff,iso200_C01_single,iso200_C01_diff,iso200_C10_single,iso200_C10_diff,iso200_C11_single,iso200_C11_diff,iso400_C00_single,iso400_C00_diff,iso400_C01_single,iso400_C01_diff,iso400_C10_single,iso400_C10_diff,iso400_C11_single,iso400_C11_diff,iso800_C00_single,iso800_C00_diff,iso800_C01_single,iso800_C01_diff,iso800_C10_single,iso800_C10_diff,iso800_C11_single,iso800_C11_diff,iso1600_C00_single,iso1600_C00_diff,iso1600_C01_single,iso1600_C01_diff,iso1600_C10_single,iso1600_C10_diff,iso1600_C11_single,iso1600_C11_diff,iso3200_C00_single,iso3200_C00_diff,iso3200_C01_single,iso3200_C01_diff,iso3200_C10_single,iso3200_C10_diff,iso3200_C11_single,iso3200_C11_diff,iso6400_C00_single,iso6400_C00_diff,iso6400_C01_single,iso6400_C01_diff,iso6400_C10_single,iso6400_C10_diff,iso6400_C11_single,iso6400_C11_diff,iso12500_C00_single,iso12500_C00_diff,iso12500_C01_single,iso12500_C01_diff,iso12500_C10_single,iso12500_C10_diff,iso12500_C11_single,iso12500_C11_diff,iso25000_C00_single,iso25000_C00_diff,iso25000_C01_single,iso25000_C01_diff,iso25000_C10_single,iso25000_C10_diff,iso25000_C11_single,iso25000_C11_diff
899,0.304746,0.000691967,0.00138465,0.000673081,0.00133979,0.000714346,0.00135228,0.000711011,0.00135418,0.00140721,0.00275233,0.00139470,0.00282254,0.00145495,0.00283864,0.00149807,0.00304079,0.00111626,0.00221841,0.00109119,0.00212463,0.00108247,0.00216938,0.00113585,0.00219900,0.00359861,0.00684057,0.00372469,0.00718947,0.00369298,0.00703605,0.00389113,0.00729419,0.0127592,0.0260013,0.0129606,0.0257059,0.0135288,0.0258952,0.0139362,0.0269631,0.0449904,0.0887709,0.0438621,0.0850951,0.0475968,0.0892094,0.0484732,0.0917459,0.133690,0.254666,0.131771,0.254410,0.133561,0.266772,0.141898,0.272611,0.432874,0.854266,0.386555,0.742045,0.393706,0.779938,0.451421,0.864461,1.64513,3.13138,1.40055,2.76212,1.51793,2.94163,1.69429,3.28926
900,0.305085,0.000647971,0.00129687,0.000686379,0.00132038,0.000691482,0.00132018,0.000682052,0.00137860,0.00140980,0.00263980,0.00141415,0.00283292,0.00146563,0.00284449,0.00151613,0.00299347,0.00109599,0.00219587,0.00109151,0.00214913,0.00111217,0.00217332,0.00111674,0.00221939,0.00369602,0.00707864,0.00372345,0.00722018,0.00385467,0.00724060,0.00380756,0.00743965,0.0125235,0.0250097,0.0130639,0.0261997,0.0133690,0.0264924,0.0138747,0.0268714,0.0447470,0.0893844,0.0442808,0.0865167,0.0462301,0.0909160,0.0461589,0.0894479,0.135213,0.260408,0.130107,0.251755,0.135904,0.263379,0.141747,0.276035,0.431729,0.857294,0.390712,0.752748,0.394220,0.775933,0.440618,0.859792,1.65271,3.16059,1.45604,2.81555,1.54502,2.87352,1.72835,3.20822
901,0.305424,0.000660376,0.00130325,0.000693395,0.00134881,0.000692371,0.00131403,0.000660271,0.00136840,0.00137013,0.00275718,0.00141993,0.00278548,0.00145037,0.00281946,0.00144922,0.00291770,0.00108119,0.00216293,0.00104242,0.00208648,0.00112338,0.00218618,0.00111759,0.00211646,0.00366259,0.00723750,0.00370915,0.00731315,0.00392618,0.00739482,0.00383119,0.00751912,0.0135502,0.0254664,0.0127890,0.0254378,0.0130305,0.0249561,0.0138777,0.0271977,0.0454044,0.0881947,0.0453064,0.0899630,0.0467086,0.0911554,0.0450454,0.0887734,0.132962,0.262275,0.133732,0.256349,0.137632,0.262371,0.143864,0.276573,0.437954,0.853541,0.403539,0.757922,0.402878,0.796978,0.444792,0.864984,1.66292,3.18800,1.46944,2.75236,1.56779,2.89722,1.73653,3.22655
902,0.305763,0.000681651,0.00138530,0.000665609,0.00136900,0.000709871,0.00134847,0.000679797,0.00138787,0.00132807,0.00279366,0.00137223,0.00268402,0.00142824,0.00282128,0.00147823,0.00295665,0.00109030,0.00218060,0.00108935,0.00222167,0.00114675,0.00223612,0.00115175,0.00217458,0.00366163,0.00719787,0.00369516,0.00750742,0.00385244,0.00729804,0.00376789,0.00758008,0.0132169,0.0252091,0.0125990,0.0250021,0.0133254,0.0252974,0.0138874,0.0267546,0.0454950,0.0915131,0.0449833,0.0896967,0.0463388,0.0915745,0.0472239,0.0902480,0.135129,0.261662,0.137736,0.255190,0.136877,0.261942,0.144598,0.275647,0.422400,0.813825,0.389798,0.750453,0.405648,0.805732,0.464382,0.919175,1.61297,3.09406,1.47798,2.79817,1.52567,2.79059,1.66507,3.20741
903,0.306102,0.000666182,0.00134539,0.000648111,0.00133398,0.000714615,0.00137505,0.000659364,0.00135500,0.00143956,0.00292473,0.00137498,0.00271731,0.00148675,0.00284036,0.00147642,0.00293564,0.00114990,0.00214810,0.00112567,0.00220713,0.00112995,0.00228026,0.00114850,0.00218837,0.00370373,0.00737054,0.00373717,0.00743820,0.00375512,0.00734085,0.00378321,0.00745648,0.0127358,0.0256683,0.0122842,0.0253213,0.0137042,0.0261912,0.0135411,0.0262020,0.0452683,0.0882249,0.0443795,0.0867884,0.0456855,0.0922745,0.0480309,0.0902035,0.137302,0.266204,0.135292,0.255576,0.138153,0.259198,0.144910,0.286245,0.437647,0.840332,0.387241,0.750779,0.398344,0.782507,0.451997,0.890758,1.60634,3.12345,1.45772,2.73629,1.53247,2.87084,1.67258,3.27784
904,0.306441,0.000690942,0.00133111,0.000689134,0.00136056,0.000708637,0.00141180,0.000657703,0.00134588,0.00145989,0.00290131,0.00140248,0.00275388,0.00150502,0.00298207,0.00141029,0.00287052,0.00114961,0.00215084,0.00106335,0.00209597,0.00111457,0.00225964,0.00109973,0.00212671,0.00381480,0.00754457,0.00374326,0.00738563,0.00368964,0.00723935,0.00397232,0.00769370,0.0129239,0.0252638,0.0129059,0.0252458,0.0139235,0.0264312,0.0141561,0.0263115,0.0462548,0.0901439,0.0422818,0.0863186,0.0449590,0.0864298,0.0468215,0.0918840,0.132238,0.272503,0.131154,0.255323,0.136905,0.260091,0.142585,0.276723,0.440878,0.866852,0.379711,0.773815,0.404456,0.781468,0.446836,0.862871,1.56003,3.07784,1.46938,2.77723,1.51820,2.84459,1.72140,3.23357
905,0.306780,0.000692974,0.00132659,0.000702915,0.00134651,0.000712311,0.00143646,0.000716473,0.00135317,0.00139732,0.00287544,0.00140286,0.00276772,0.00148251,0.00289102,0.00145848,0.00291887,0.00106906,0.00218955,0.00107508,0.00211353,0.00111592,0.00218408,0.00114378,0.00215190,0.00389562,0.00758846,0.00375747,0.00747135,0.00390987,0.00742118,0.00411589,0.00809373,0.0131582,0.0257260,0.0132289,0.0254909,0.0138111,0.0259090,0.0145164,0.0275048,0.0472816,0.0925246,0.0429789,0.0858872,0.0457896,0.0875691,0.0472418,0.0924756,0.140034,0.277690,0.128514,0.260194,0.136551,0.260317,0.139428,0.266703,0.433604,0.874121,0.389801,0.773684,0.415161,0.805239,0.462001,0.868575,1.63836,3.20493,1.40805,2.80476,1.47609,2.79426,1.75786,3.14846
906,0.307119,0.000683164,0.00129744,0.000684599,0.00131761,0.000700802,0.00140328,0.000733679,0.00137388,0.00136894,0.00290837,0.00143849,0.00275855,0.00142706,0.00273602,0.00148510,0.00288688,0.00106143,0.00221573,0.00103873,0.00201948,0.00111688,0.00212356,0.00115253,0.00221699,0.00378204,0.00733237,0.00372442,0.00722761,0.00380035,0.00757493,0.00391715,0.00749880,0.0130558,0.0261940,0.0130395,0.0252591,0.0135203,0.0253505,0.0138565,0.0270084,0.0471805,0.0911311,0.0428081,0.0827144,0.0448964,0.0860968,0.0474674,0.0917583,0.140824,0.275104,0.130717,0.263849,0.135961,0.264877,0.140201,0.270493,0.422975,0.835502,0.400081,0.747272,0.413658,0.804015,0.458625,0.880356,1.65241,3.28108,1.44219,2.87271,1.50363,2.91251,1.66974,3.20706
907,0.307458,0.000680367,0.00132361,0.000672010,0.00134923,0.000672775,0.00137294,0.000740025,0.00144889,0.00140071,0.00283060,0.00146227,0.00283267,0.00143591,0.00278478,0.00147073,0.00281792,0.00109805,0.00224017,0.00107182,0.00209698,0.00117079,0.00217050,0.00114389,0.00221091,0.00377777,0.00713649,0.00367541,0.00696328,0.00382778,0.00748927,0.00373523,0.00747810,0.0131594,0.0261312,0.0130252,0.0247501,0.0138753,0.0255227,0.0137593,0.0275660,0.0472412,0.0882181,0.0443046,0.0845947,0.0460395,0.0860087,0.0467114,0.0922128,0.135843,0.270662,0.128227,0.258196,0.133927,0.268084,0.142551,0.276126,0.430148,0.849021,0.391886,0.766548,0.400320,0.799510,0.463554,0.878882,1.56847,3.08394,1.49387,2.85547,1.57774,3.03122,1.70451,3.30377
908,0.307797,0.000664918,0.00134191,0.000677406,0.00137765,0.000684458,0.00140298,0.000726909,0.00142225,0.00141632,0.00273699,0.00146382,0.00286640,0.00143849,0.00280201,0.00147182,0.00288685,0.00106771,0.00215066,0.00108110,0.00210821,0.00115568,0.00228005,0.00112868,0.00219871,0.00379586,0.00723408,0.00364553,0.00691915,0.00386674,0.00725422,0.00374761,0.00768378,0.0129760,0.0253463,0.0131424,0.0245043,0.0138127,0.0260030,0.0142451,0.0273975,0.0464513,0.0890023,0.0451187,0.0862339,0.0459927,0.0865895,0.0467133,0.0926537,0.131565,0.260482,0.132616,0.268435,0.134980,0.260986,0.146568,0.284808,0.428874,0.845734,0.395846,0.775647,0.399361,0.780637,0.461708,0.859855,1.63623,3.11920,1.53087,2.88403,1.54303,2.87577,1.70430,3.33739
909,0.308136,0.000672752,0.00139976,0.000673352,0.00135368,0.000715405,0.00139794,0.000714383,0.00138369,0.00141570,0.00277641,0.00144794,0.00289387,0.00151896,0.00296999,0.00146594,0.00285419,0.00104653,0.00208539,0.00108657,0.00204355,0.00113252,0.00220166,0.00113544,0.00223113,0.00370908,0.00716889,0.00361215,0.00686785,0.00385298,0.00731178,0.00386126,0.00769576,0.0131798,0.0256018,0.0130388,0.0253914,0.0138364,0.0269548,0.0141150,0.0266331,0.0458276,0.0897613,0.0450841,0.0875374,0.0443624,0.0883481,0.0468013,0.0903401,0.137787,0.269432,0.134471,0.262639,0.131074,0.254671,0.145588,0.273318,0.438234,0.870010,0.392763,0.754129,0.408179,0.773162,0.447561,0.827814,1.67707,3.19769,1.45913,2.89233,1.51495,2.81645,1.63446,3.23762
910,0.308475,0.000692476,0.00138870,0.000679968,0.00136478,0.000708539,0.00139155,0.000691389,0.00139043,0.00145268,0.00284233,0.00139156,0.00279574,0.00148755,0.00286852,0.00144278,0.00265976,0.00109319,0.00221274,0.00113617,0.00208860,0.00114232,0.00220279,0.00115345,0.00227581,0.00383821,0.00752495,0.00374184,0.00724002,0.00385462,0.00736608,0.00387229,0.00779348,0.0129442,0.0253022,0.0128433,0.0257103,0.0140301,0.0267954,0.0140483,0.0267168,0.0452067,0.0866392,0.0446867,0.0882756,0.0450554,0.0869864,0.0475407,0.0893081,0.140769,0.271266,0.132021,0.255237,0.138192,0.263736,0.146776,0.271844,0.440354,0.900290,0.391060,0.768537,0.412876,0.811001,0.458879,0.848175,1.63893,3.23083,1.43266,2.87602,1.53422,2.90652,1.64040,3.31602
911,0.308814,0.000686137,0.00136390,0.000661314,0.00128001,0.000699219,0.00135812,0.000721230,0.00142454,0.00142569,0.00280834,0.00137821,0.00279798,0.00139928,0.00276198,0.00144770,0.00273252,0.00111462,0.00223489,0.00114038,0.00216856,0.00110183,0.00215505,0.00109667,0.00223025,0.00372147,0.00752369,0.00371571,0.00732600,0.00394116,0.00726746,0.00401629,0.00822040,0.0132139,0.0255276,0.0131638,0.0254314,0.0138048,0.0267308,0.0140306,0.0272615,0.0458836,0.0873419,0.0438389,0.0873148,0.0468006,0.0892535,0.0474337,0.0894563,0.136002,0.267655,0.131611,0.257859,0.139532,0.271658,0.140083,0.275139,0.440564,0.867852,0.399611,0.776651,0.419048,0.815758,0.455899,0.875917,1.56473,3.15220,1.43607,2.93349,1.53052,2.88518,1.69551,3.34476
912,0.309153,0.000676180,0.00136462,0.000661606,0.00128479,0.000704448,0.00138520,0.000709814,0.00141061,0.00137216,0.00273030,0.00140521,0.00281256,0.00139231,0.00281413,0.00146026,0.00297747,0.00110052,0.00212683,0.00107463,0.00216086,0.00110918,0.00217772,0.00111120,0.00221589,0.00375177,0.00749712,0.00371603,0.00729405,0.00379685,0.00735166,0.00389475,0.00784007,0.0133971,0.0259553,0.0129040,0.0254331,0.0133945,0.0263428,0.0137609,0.0266585,0.0455640,0.0874570,0.0433823,0.0879192,0.0466436,0.0885082,0.0472669,0.0913341,0.136968,0.272446,0.130813,0.255695,0.135794,0.269214,0.137866,0.270641,0.438239,0.840411,0.387829,0.759990,0.407523,0.777678,0.430872,0.847389,1.61668,3.04675,1.50665,2.97319,1.51654,2.87818,1.73047,3.31635
913,0.309492,0.000671497,0.00138711,0.000677308,0.00134626,0.000675581,0.00136228,0.000671186,0.00133374,0.00135946,0.00273257,0.00145166,0.00289535,0.00141302,0.00296035,0.00147951,0.00294704,0.00111875,0.00209824,0.00107459,0.00215326,0.00109630,0.00219246,0.00113513,0.00224155,0.00386980,0.00748781,0.00372962,0.00742419,0.00376143,0.00754991,0.00394406,0.00778147,0.0134033,0.0259731,0.0127617,0.0257161,0.0132462,0.0267720,0.0143013,0.0268511,0.0439820,0.0875130,0.0430180,0.0878099,0.0456505,0.0912153,0.0467604,0.0932681,0.137302,0.267134,0.131631,0.259062,0.135369,0.266883,0.138776,0.271525,0.429871,0.848367,0.388279,0.757072,0.405828,0.787460,0.436944,0.846558,1.60064,3.16419,1.55032,2.96520,1.52207,2.99164,1.69368,3.23157
914,0.309831,0.000661388,0.00132854,0.000685095,0.00132535,0.000688089,0.00132507,0.000678722,0.00135227,0.00140330,0.00288654,0.00144758,0.00288209,0.00137709,0.00279777,0.00145135,0.00278066,0.00111680,0.00208045,0.00108231,0.00214403,0.00113615,0.00219032,0.00114147,0.00224314,0.00361812,0.00734798,0.00377204,0.00754222,0.00382547,0.00754985,0.00396526,0.00760366,0.0130081,0.0257366,0.0130478,0.0254403,0.0137046,0.0258560,0.0141039,0.0272135,0.0458005,0.0869475,0.0439040,0.0895632,0.0459104,0.0882030,0.0467421,0.0913187,0.142881,0.268669,0.131387,0.262750,0.138054,0.261893,0.138336,0.274316,0.433086,0.847586,0.385520,0.761076,0.413092,0.775585,0.449053,0.883046,1.60697,3.18892,1.47819,2.79731,1.56434,2.96365,1.62724,3.27824
915,0.310169,0.000680577,0.00130053,0.000670900,0.00131956,0.000703986,0.00132291,0.000703123,0.00137644,0.00142568,0.00289179,0.00139115,0.00270375,0.00142152,0.00290161,0.00144395,0.00279102,0.00107345,0.00210726,0.00109739,0.00220586,0.00114842,0.00216804,0.00120474,0.00235298,0.00377591,0.00734097,0.00364103,0.00734391,0.00384797,0.00750247,0.00393615,0.00751604,0.0131511,0.0262549,0.0126088,0.0251761,0.0138642,0.0257724,0.0136843,0.0266007,0.0463377,0.0882471,0.0449809,0.0880336,0.0468002,0.0876268,0.0467233,0.0915369,0.139749,0.260203,0.131150,0.252553,0.133978,0.254148,0.146671,0.281607,0.438733,0.821192,0.381714,0.752509,0.411602,0.783888,0.458456,0.877535,1.69615,3.26821,1.47681,2.76630,1.53645,2.84126,1.70976,3.47809
916,0.310508,0.000703432,0.00134853,0.000654656,0.00130599,0.000681283,0.00134051,0.000675626,0.00130714,0.00140359,0.00282416,0.00140165,0.00267889,0.00145500,0.00281006,0.00144623,0.00291133,0.00108877,0.00211790,0.00109145,0.00212565,0.00111462,0.00209901,0.00119614,0.00228018,0.00383275,0.00751010,0.00364931,0.00723615,0.00365068,0.00747414,0.00389965,0.00760285,0.0132374,0.0257621,0.0126947,0.0254627,0.0138421,0.0261249,0.0136930,0.0269982,0.0454322,0.0843934,0.0417603,0.0831756,0.0480809,0.0894256,0.0466452,0.0888072,0.138672,0.258404,0.130987,0.253187,0.131980,0.251324,0.148859,0.283610,0.430883,0.825288,0.383802,0.719950,0.401532,0.802220,0.469790,0.856209,1.65119,3.16940,1.48250,2.87377,1.52698,2.90363,1.71660,3.35700
917,0.310847,0.000669852,0.00135838,0.000667033,0.00132528,0.000689906,0.00138395,0.000680306,0.00132318,0.00142968,0.00279243,0.00138983,0.00274596,0.00145802,0.00291458,0.00138559,0.00280701,0.00109535,0.00211577,0.00106402,0.00208430,0.00109834,0.00218704,0.00112318,0.00221773,0.00382271,0.00766676,0.00369195,0.00715593,0.00361777,0.00712441,0.00382120,0.00755112,0.0133035,0.0256840,0.0129910,0.0253597,0.0136191,0.0266859,0.0140251,0.0267207,0.0448444,0.0870634,0.0442201,0.0846576,0.0484439,0.0897887,0.0475403,0.0938988,0.139871,0.271315,0.132397,0.257766,0.131409,0.261594,0.141653,0.275064,0.426038,0.814738,0.388874,0.722310,0.399060,0.797099,0.461468,0.842725,1.64001,3.16518,1.48129,2.87528,1.51743,2.95862,1.71548,3.19487
918,0.311186,0.000659364,0.00135790,0.000656758,0.00129522,0.000690087,0.00137725,0.000669931,0.00134315,0.00145061,0.00277979,0.00141226,0.00281924,0.00144645,0.00287920,0.00143274,0.00278965,0.00111823,0.00215192,0.00108496,0.00215678,0.00110541,0.00220167,0.00111963,0.00223954,0.00375596,0.00733179,0.00375738,0.00736390,0.00380055,0.00733489,0.00389485,0.00752320,0.0132047,0.0260798,0.0132902,0.0254445,0.0133546,0.0256665,0.0140294,0.0280606,0.0449052,0.0880464,0.0450760,0.0846157,0.0452693,0.0873355,0.0484146,0.0928618,0.138439,0.274947,0.132945,0.258800,0.132239,0.269447,0.141136,0.269832,0.443308,0.815853,0.389467,0.747269,0.400951,0.776369,0.456390,0.842373,1.64439,3.31610,1.45834,2.86413,1.52961,2.93659,1.67817,3.13912
919,0.311525,0.000689898,0.00140296,0.000663371,0.00132730,0.000688179,0.00136327,0.000674196,0.00136080,0.00140083,0.00270010,0.00144524,0.00290034,0.00147662,0.00288023,0.00147656,0.00293453,0.00111800,0.00213641,0.00112197,0.00214492,0.00112096,0.00220480,0.00112905,0.00219443,0.00371493,0.00727396,0.00357002,0.00735572,0.00392953,0.00735681,0.00404218,0.00758289,0.0137428,0.0264498,0.0132615,0.0254376,0.0137540,0.0257532,0.0136772,0.0280894,0.0458743,0.0862402,0.0436275,0.0860435,0.0469498,0.0901702,0.0483190,0.0904598,0.134810,0.265821,0.135145,0.265420,0.138535,0.273910,0.141180,0.273565,0.436809,0.830013,0.396515,0.744768,0.395454,0.765374,0.441849,0.844456,1.63540,3.15755,1.45118,2.87345,1.54474,2.97892,1.69545,3.19706
920,0.311864,0.000686699,0.00137157,0.000690665,0.00136519,0.000679721,0.00139926,0.000702404,0.00135795,0.00143017,0.00270734,0.00144856,0.00292827,0.00143800,0.00283484,0.00142581,0.00290804,0.00108190,0.00209909,0.00109728,0.00211755,0.00114640,0.00225344,0.00110415,0.00221456,0.00367831,0.00739809,0.00363471,0.00726280,0.00396642,0.00722647,0.00396560,0.00749610,0.0134325,0.0257657,0.0133568,0.0257047,0.0135780,0.0255595,0.0136437,0.0268344,0.0453986,0.0882004,0.0443660,0.0870839,0.0478272,0.0908395,0.0464471,0.0919542,0.136980,0.261079,0.130768,0.253533,0.131017,0.263174,0.140222,0.274624,0.444814,0.859395,0.399070,0.759535,0.400238,0.759942,0.434963,0.838903,1.61020,3.10651,1.44392,2.71539,1.53508,2.96005,1.62539,3.12693
921,0.312203,0.000672043,0.00136546,0.000706230,0.00134539,0.000691637,0.00141219,0.000708046,0.00139640,0.00141374,0.00274141,0.00148569,0.00281596,0.00148905,0.00293837,0.00143542,0.00282071,0.00108689,0.00208137,0.00105136,0.00205563,0.00112005,0.00217561,0.00112752,0.00223051,0.00364427,0.00719269,0.00374159,0.00728535,0.00382517,0.00713687,0.00379425,0.00742131,0.0133693,0.0259875,0.0127074,0.0247264,0.0132837,0.0259899,0.0137656,0.0274016,0.0439517,0.0888696,0.0435500,0.0848295,0.0466794,0.0891046,0.0471039,0.0940565,0.140077,0.267810,0.135352,0.256080,0.129272,0.261895,0.138707,0.279533,0.440551,0.837848,0.387408,0.765259,0.398937,0.784911,0.432809,0.868053,1.60088,3.00667,1.42884,2.78696,1.49824,2.95138,1.67407,3.23555
922,0.312542,0.000658886,0.00136412,0.000690345,0.00133552,0.000712504,0.00138032,0.000692798,0.00139705,0.00140923,0.00275298,0.00149887,0.00275789,0.00152753,0.00293005,0.00147898,0.00284050,0.00110084,0.00212103,0.00105404,0.00210385,0.00114385,0.00224384,0.00114849,0.00226060,0.00372762,0.00739586,0.00379259,0.00738180,0.00388801,0.00724681,0.00383451,0.00730759,0.0131585,0.0259784,0.0127919,0.0252676,0.0130443,0.0259704,0.0137359,0.0269856,0.0435043,0.0879590,0.0442988,0.0876354,0.0463734,0.0895086,0.0468885,0.0929054,0.138746,0.264792,0.133705,0.257064,0.134058,0.268040,0.140940,0.283811,0.427847,0.818272,0.386354,0.758647,0.403036,0.786164,0.444642,0.869386,1.61209,3.05311,1.46745,2.88771,1.48967,2.89348,1.65540,3.19179
923,0.312881,0.000680753,0.00136758,0.000677833,0.00138478,0.000714760,0.00139060,0.000683892,0.00135815,0.00143170,0.00287317,0.00145579,0.00273472,0.00152443,0.00294592,0.00147568,0.00290378,0.00107318,0.00212926,0.00106946,0.00211105,0.00109999,0.00221688,0.00114171,0.00221275,0.00379848,0.00745704,0.00369511,0.00733727,0.00391163,0.00741168,0.00398599,0.00767533,0.0128954,0.0258964,0.0125228,0.0252520,0.0131176,0.0263184,0.0133831,0.0260218,0.0459496,0.0895229,0.0437600,0.0846141,0.0462726,0.0883126,0.0478936,0.0931573,0.134965,0.257835,0.131864,0.248229,0.141901,0.268590,0.138738,0.280273,0.426390,0.821469,0.378409,0.776516,0.408585,0.774877,0.436242,0.851670,1.59137,3.16785,1.49226,2.93666,1.52386,2.93618,1.68173,3.23383
924,0.313220,0.000675246,0.00132117,0.000699197,0.00138009,0.000690666,0.00139158,0.000685008,0.00137040,0.00142123,0.00282411,0.00142512,0.00278402,0.00150229,0.00298634,0.00156359,0.00285791,0.00109924,0.00210876,0.00106312,0.00207084,0.00110070,0.00213116,0.00116642,0.00226148,0.00380432,0.00757158,0.00377753,0.00735708,0.00386661,0.00732327,0.00390819,0.00739580,0.0131787,0.0258619,0.0125435,0.0251215,0.0131720,0.0259331,0.0129624,0.0260176,0.0480038,0.0902552,0.0435851,0.0837972,0.0475376,0.0875592,0.0470550,0.0928902,0.131792,0.253984,0.133022,0.252143,0.137577,0.264649,0.139733,0.278867,0.438664,0.875909,0.383325,0.789462,0.390670,0.767817,0.430693,0.851779,1.59171,3.26542,1.47775,2.89568,1.51532,2.85367,1.72009,3.21333
925,0.313559,0.000659890,0.00131233,0.000709479,0.00139698,0.000692505,0.00139324,0.000702036,0.00136160,0.00146623,0.00277545,0.00140671,0.00274963,0.00149345,0.00288792,0.00147288,0.00279100,0.00107046,0.00212968,0.00109459,0.00209741,0.00113139,0.00209407,0.00117314,0.00223316,0.00383447,0.00748644,0.00378272,0.00726868,0.00386336,0.00732670,0.00383435,0.00745128,0.0134644,0.0260796,0.0127929,0.0251879,0.0131772,0.0258035,0.0132908,0.0274939,0.0464672,0.0915836,0.0430673,0.0841860,0.0472495,0.0884311,0.0470954,0.0907607,0.131824,0.247981,0.135564,0.262708,0.135283,0.262835,0.138572,0.270462,0.451660,0.891282,0.398349,0.773038,0.403184,0.771482,0.429660,0.843547,1.59217,3.06255,1.42853,2.79744,1.51211,2.89825,1.64265,3.19468
926,0.313898,0.000681127,0.00134028,0.000699851,0.00134415,0.000709112,0.00139483,0.000695572,0.00138321,0.00145155,0.00271838,0.00139791,0.00269091,0.00145312,0.00277612,0.00142548,0.00286842,0.00110433,0.00218028,0.00109447,0.00209665,0.00109173,0.00212955,0.00116837,0.00224140,0.00376363,0.00760165,0.00368664,0.00732350,0.00376176,0.00722707,0.00383343,0.00745297,0.0127641,0.0260750,0.0129970,0.0252475,0.0133844,0.0265416,0.0139254,0.0276575,0.0440917,0.0869915,0.0438987,0.0861794,0.0450891,0.0868092,0.0482630,0.0902233,0.135724,0.261732,0.131486,0.258863,0.136380,0.262784,0.143160,0.280563,0.429066,0.845561,0.400966,0.764047,0.406337,0.767887,0.446072,0.862715,1.63016,3.18287,1.41004,2.75206,1.54216,2.92281,1.63799,3.23198
927,0.314237,0.000686728,0.00135244,0.000694229,0.00136637,0.000690238,0.00134970,0.000693161,0.00138957,0.00142943,0.00280887,0.00138829,0.00268451,0.00141179,0.00287808,0.00145274,0.00295772,0.00109576,0.00213766,0.00109293,0.00214867,0.00109560,0.00214815,0.00116789,0.00219634,0.00362510,0.00723177,0.00374401,0.00727021,0.00365905,0.00711633,0.00395123,0.00759066,0.0128150,0.0262043,0.0128982,0.0251352,0.0138887,0.0262429,0.0136089,0.0269868,0.0445628,0.0898883,0.0445728,0.0863386,0.0451643,0.0871580,0.0484393,0.0932899,0.136215,0.263578,0.129548,0.259360,0.135165,0.265277,0.140669,0.273479,0.425462,0.842006,0.397748,0.756135,0.422745,0.777282,0.433494,0.868538,1.64768,3.28738,1.43634,2.81711,1.52853,2.86122,1.66165,3.26084
