#Format: JPTC-SPECTRUM/1
#Tool: jptc-collect 0.1.4
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T17:07:05.477Z
#
# Every value below is as measured. No correction of any kind has been
# applied: not Sheppard, not the /sqrt(2) on a difference, nothing that can
# be recomputed from these numbers. The one irreversible step is the sigma
# clip, whose inputs are all recorded here.
#
#Camera: Leica M11 Monochrom
#ImageWidth: 9528
#ImageHeight: 6328
#ImagePixels: 60293184
#Firmware: 2.6.1
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 喵
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: GMCY
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 9536x6336
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
#
#ClipSigma: 3.5
#ClipVarianceFactor: 0.9938883771107201
# StdDiff columns are the standard deviation of A-B itself. Not halved, not
# divided by sqrt(2). StdDiffClipped is the same after the sigma clip; the
# unclipped value is kept beside it so the clip can be judged.
#Axis: horizontal
#TransformLength: 2950
#Window: hann
#Normalisation: |Y(k)|^2 / (N * sum(w^2)), averaged over lines
#OneSided: bins 1..N/2-1 are NOT doubled. To integrate a column back to a
#  variance, double every bin except DC and, for even N, Nyquist. Adding a
#  column up as it stands lands exactly a factor of two low, and nothing in
#  a plot of it would look wrong.
#Verification: with a rectangular window that doubled sum equals the
#  within-line variance exactly -- an identity that holds for any data, and
#  the check a normalisation slip cannot hide from. Under the Hann window
#  used here it comes out a few percent short, because the lines are not
#  stationary. The reference itself is the WithinRowVar / WithinColVar
#  columns of the scalar table: NOT StdA^2, which is the whole plane and so
#  also carries the line-to-line spread a periodogram cannot see.
#FreqUnit: cycles per channel-plane pixel (bin k -> k/2950); x2 for sensor pixels
#DiffPowerFactor: 2   (the difference spectrum is NOT halved here)
#LinesAveraged: 1950
#SignificantDigits: 6
#Note: single minus half the difference gives the fixed-pattern spectrum.
bin,freq,iso125_C00_single,iso125_C00_diff,iso125_C01_single,iso125_C01_diff,iso125_C10_single,iso125_C10_diff,iso125_C11_single,iso125_C11_diff,iso200_C00_single,iso200_C00_diff,iso200_C01_single,iso200_C01_diff,iso200_C10_single,iso200_C10_diff,iso200_C11_single,iso200_C11_diff,iso400_C00_single,iso400_C00_diff,iso400_C01_single,iso400_C01_diff,iso400_C10_single,iso400_C10_diff,iso400_C11_single,iso400_C11_diff,iso800_C00_single,iso800_C00_diff,iso800_C01_single,iso800_C01_diff,iso800_C10_single,iso800_C10_diff,iso800_C11_single,iso800_C11_diff,iso1600_C00_single,iso1600_C00_diff,iso1600_C01_single,iso1600_C01_diff,iso1600_C10_single,iso1600_C10_diff,iso1600_C11_single,iso1600_C11_diff,iso3200_C00_single,iso3200_C00_diff,iso3200_C01_single,iso3200_C01_diff,iso3200_C10_single,iso3200_C10_diff,iso3200_C11_single,iso3200_C11_diff,iso6400_C00_single,iso6400_C00_diff,iso6400_C01_single,iso6400_C01_diff,iso6400_C10_single,iso6400_C10_diff,iso6400_C11_single,iso6400_C11_diff,iso12500_C00_single,iso12500_C00_diff,iso12500_C01_single,iso12500_C01_diff,iso12500_C10_single,iso12500_C10_diff,iso12500_C11_single,iso12500_C11_diff,iso25000_C00_single,iso25000_C00_diff,iso25000_C01_single,iso25000_C01_diff,iso25000_C10_single,iso25000_C10_diff,iso25000_C11_single,iso25000_C11_diff
261,0.0884746,0.000687475,0.00138665,0.000674317,0.00137276,0.000693386,0.00137218,0.000694282,0.00134126,0.00135018,0.00285096,0.00135900,0.00265116,0.00143311,0.00284649,0.00146448,0.00294994,0.00107477,0.00214765,0.00107004,0.00214108,0.00108159,0.00215796,0.00115715,0.00228339,0.00379024,0.00753690,0.00363005,0.00737908,0.00376983,0.00724927,0.00405334,0.00754305,0.0129311,0.0266633,0.0133849,0.0257406,0.0137562,0.0265330,0.0141157,0.0268378,0.0470940,0.0893043,0.0453311,0.0909126,0.0436163,0.0855380,0.0470671,0.0896766,0.140070,0.269148,0.132638,0.258324,0.132098,0.260799,0.144702,0.277934,0.445204,0.846656,0.399779,0.798512,0.402478,0.775847,0.444139,0.853754,1.64313,3.20467,1.43233,2.80773,1.56846,3.03185,1.72346,3.29280
262,0.0888136,0.000695995,0.00139612,0.000665849,0.00133119,0.000713048,0.00136953,0.000686439,0.00133025,0.00136764,0.00282845,0.00139133,0.00273949,0.00139094,0.00277952,0.00140303,0.00288321,0.00109132,0.00214485,0.00108420,0.00211086,0.00112952,0.00227958,0.00109858,0.00224212,0.00374595,0.00741839,0.00364247,0.00725671,0.00378335,0.00726111,0.00393245,0.00757923,0.0129258,0.0260939,0.0134740,0.0268744,0.0138209,0.0267712,0.0141094,0.0272703,0.0457494,0.0904549,0.0436553,0.0897758,0.0457932,0.0866353,0.0459955,0.0903433,0.143312,0.271783,0.133562,0.263023,0.134779,0.263882,0.145378,0.274163,0.447357,0.845214,0.398988,0.771511,0.403055,0.770770,0.442630,0.849520,1.67490,3.25784,1.49325,2.94108,1.58433,3.03102,1.68930,3.22088
263,0.0891525,0.000682154,0.00139877,0.000683966,0.00129171,0.000679138,0.00135933,0.000676195,0.00133913,0.00142394,0.00291633,0.00145052,0.00284283,0.00138245,0.00277665,0.00138733,0.00274267,0.00109413,0.00218327,0.00111311,0.00218189,0.00112637,0.00223577,0.00109350,0.00226089,0.00370327,0.00752110,0.00371669,0.00742944,0.00384023,0.00754368,0.00395253,0.00746786,0.0130283,0.0266664,0.0130538,0.0261070,0.0138071,0.0257971,0.0141109,0.0270165,0.0449975,0.0892127,0.0441707,0.0882921,0.0484895,0.0915339,0.0472167,0.0917130,0.140849,0.271404,0.132632,0.265725,0.138237,0.267615,0.146636,0.279849,0.434430,0.845970,0.401558,0.777190,0.415723,0.801639,0.459782,0.870479,1.65434,3.19712,1.52056,2.91820,1.53816,3.06281,1.70812,3.29084
264,0.0894915,0.000645075,0.00132937,0.000655564,0.00128708,0.000689930,0.00137215,0.000670550,0.00132381,0.00139080,0.00286749,0.00142856,0.00288633,0.00144149,0.00285212,0.00139995,0.00272293,0.00109486,0.00219552,0.00107922,0.00212990,0.00108688,0.00214054,0.00114317,0.00219391,0.00374543,0.00751685,0.00372584,0.00742597,0.00387258,0.00730364,0.00407131,0.00767690,0.0130135,0.0259709,0.0133890,0.0255965,0.0135983,0.0255181,0.0140834,0.0260814,0.0434794,0.0879580,0.0466783,0.0888983,0.0469492,0.0913633,0.0486445,0.0903078,0.136495,0.277806,0.134633,0.257434,0.142441,0.270599,0.143364,0.275720,0.459241,0.886898,0.401446,0.787148,0.423111,0.821175,0.459577,0.892080,1.67955,3.20945,1.49145,2.91948,1.55801,3.13193,1.77915,3.31649
265,0.0898305,0.000645300,0.00130296,0.000645907,0.00129580,0.000661461,0.00133586,0.000688151,0.00136710,0.00138956,0.00280710,0.00138628,0.00276310,0.00148662,0.00291686,0.00148678,0.00281618,0.00108668,0.00215833,0.00105429,0.00210450,0.00113244,0.00216855,0.00117678,0.00223974,0.00381936,0.00772941,0.00375786,0.00722429,0.00379247,0.00727589,0.00395514,0.00755001,0.0131336,0.0251125,0.0133010,0.0247050,0.0135983,0.0265347,0.0141965,0.0267033,0.0453262,0.0897228,0.0464015,0.0889786,0.0453329,0.0889316,0.0493611,0.0950349,0.136356,0.278074,0.132066,0.254620,0.137987,0.276679,0.144471,0.276792,0.440365,0.863740,0.405724,0.782382,0.407709,0.776415,0.447107,0.846836,1.65977,3.29432,1.45761,2.95777,1.51723,3.03981,1.73992,3.26245
266,0.0901695,0.000651450,0.00132032,0.000663201,0.00134634,0.000685439,0.00137025,0.000693919,0.00139185,0.00138828,0.00266503,0.00136661,0.00275255,0.00146182,0.00290382,0.00145760,0.00279291,0.00112543,0.00216054,0.00106791,0.00212684,0.00115089,0.00215936,0.00116823,0.00220627,0.00374289,0.00723498,0.00377254,0.00705825,0.00382372,0.00761226,0.00397829,0.00741380,0.0130958,0.0254499,0.0130453,0.0252097,0.0137671,0.0265575,0.0141695,0.0276053,0.0455106,0.0902906,0.0447748,0.0867890,0.0452171,0.0871038,0.0483222,0.0945671,0.135119,0.268636,0.131554,0.265314,0.136582,0.263754,0.143575,0.285431,0.440057,0.827866,0.389818,0.767514,0.402964,0.784326,0.446242,0.859160,1.69400,3.27712,1.46364,2.86459,1.54133,3.01044,1.64074,3.21375
267,0.0905085,0.000663001,0.00134837,0.000696518,0.00137591,0.000706872,0.00135303,0.000677590,0.00135009,0.00143996,0.00277639,0.00144970,0.00287732,0.00146375,0.00280814,0.00146844,0.00284180,0.00110193,0.00212092,0.00107306,0.00215904,0.00115232,0.00219928,0.00113526,0.00214501,0.00359424,0.00702647,0.00373153,0.00714158,0.00387998,0.00786606,0.00393508,0.00736039,0.0128534,0.0253031,0.0128929,0.0256585,0.0135356,0.0258338,0.0135919,0.0281132,0.0447515,0.0885563,0.0438334,0.0851915,0.0452329,0.0890657,0.0479802,0.0886525,0.137425,0.273078,0.133650,0.260490,0.138106,0.261596,0.144056,0.278807,0.441980,0.842561,0.393267,0.768817,0.418851,0.800034,0.457194,0.887247,1.72033,3.28650,1.54362,2.84939,1.50024,3.00286,1.70138,3.27554
268,0.0908475,0.000671374,0.00137594,0.000697179,0.00135985,0.000673338,0.00132278,0.000695239,0.00138192,0.00144231,0.00290007,0.00144448,0.00285869,0.00142549,0.00280753,0.00151024,0.00285795,0.00110168,0.00214620,0.00107434,0.00211305,0.00111933,0.00222924,0.00112560,0.00213681,0.00378465,0.00744713,0.00383065,0.00745326,0.00388572,0.00791491,0.00411996,0.00765668,0.0129042,0.0246247,0.0131454,0.0259426,0.0135844,0.0261451,0.0140742,0.0280229,0.0443792,0.0874108,0.0433548,0.0858084,0.0462568,0.0905340,0.0478661,0.0908748,0.138981,0.273210,0.135484,0.257340,0.139000,0.269034,0.146706,0.279451,0.435560,0.822110,0.400915,0.771868,0.424131,0.825445,0.473518,0.916466,1.66933,3.18460,1.50688,2.87797,1.51782,2.94120,1.74583,3.26471
269,0.0911864,0.000671927,0.00135270,0.000696034,0.00132692,0.000681633,0.00137229,0.000685625,0.00137199,0.00139923,0.00290462,0.00139523,0.00277700,0.00144999,0.00287781,0.00147118,0.00287954,0.00108589,0.00210289,0.00105600,0.00210322,0.00109545,0.00224974,0.00114739,0.00217582,0.00392159,0.00771824,0.00379856,0.00750772,0.00375588,0.00742153,0.00395346,0.00743452,0.0129548,0.0263299,0.0129003,0.0254189,0.0134483,0.0257864,0.0138509,0.0270225,0.0451690,0.0883854,0.0425262,0.0847844,0.0462112,0.0893745,0.0466448,0.0912674,0.142303,0.279928,0.136190,0.264066,0.137465,0.269490,0.147488,0.280504,0.428664,0.830980,0.393259,0.777502,0.408129,0.810643,0.450680,0.874368,1.69033,3.21928,1.48185,2.99356,1.57372,2.93813,1.75252,3.21521
270,0.0915254,0.000679756,0.00134436,0.000693025,0.00134142,0.000716873,0.00145638,0.000666643,0.00134414,0.00144148,0.00287588,0.00144189,0.00285250,0.00149168,0.00286691,0.00142309,0.00283284,0.00106555,0.00211238,0.00105780,0.00201925,0.00114069,0.00220557,0.00118880,0.00221005,0.00379090,0.00741066,0.00381781,0.00751045,0.00381905,0.00755234,0.00392054,0.00750438,0.0131543,0.0256136,0.0127995,0.0246476,0.0137114,0.0260420,0.0136664,0.0268142,0.0451882,0.0890239,0.0440148,0.0858567,0.0473944,0.0878031,0.0475275,0.0918276,0.143566,0.261695,0.134136,0.255292,0.135139,0.267744,0.142004,0.278360,0.427965,0.833086,0.381477,0.768038,0.415129,0.809291,0.428535,0.861684,1.69389,3.12704,1.44535,2.84362,1.54272,2.96135,1.76404,3.27459
271,0.0918644,0.000680935,0.00133949,0.000700479,0.00134574,0.000702322,0.00141920,0.000673876,0.00129761,0.00141183,0.00277430,0.00143457,0.00284298,0.00144568,0.00279131,0.00142752,0.00293594,0.00107564,0.00218431,0.00105955,0.00209995,0.00111075,0.00219842,0.00116914,0.00215107,0.00363477,0.00730530,0.00379178,0.00734393,0.00399592,0.00762570,0.00397885,0.00757871,0.0129655,0.0251309,0.0128413,0.0245342,0.0137480,0.0253942,0.0136251,0.0261808,0.0450695,0.0870670,0.0436075,0.0838314,0.0471570,0.0880199,0.0495081,0.0933636,0.140197,0.263474,0.131094,0.258921,0.135971,0.270924,0.145502,0.286723,0.432573,0.833664,0.383051,0.763707,0.414686,0.797740,0.428343,0.831843,1.70387,3.17670,1.46094,2.81495,1.49851,2.88588,1.81397,3.39202
272,0.0922034,0.000688441,0.00133065,0.000687605,0.00137952,0.000702674,0.00141033,0.000685134,0.00131277,0.00138192,0.00270551,0.00141589,0.00274287,0.00139417,0.00276986,0.00142879,0.00291315,0.00108823,0.00220554,0.00105953,0.00216307,0.00106887,0.00226294,0.00117300,0.00214107,0.00360027,0.00709553,0.00379595,0.00706926,0.00393629,0.00744885,0.00392803,0.00767592,0.0130776,0.0257367,0.0127038,0.0244302,0.0135783,0.0259180,0.0139086,0.0265558,0.0456860,0.0880317,0.0443788,0.0849873,0.0469440,0.0897406,0.0474242,0.0905147,0.136087,0.272406,0.126033,0.251629,0.135712,0.261498,0.147697,0.270523,0.440126,0.865700,0.389993,0.766322,0.415243,0.805638,0.441768,0.858014,1.66653,3.15599,1.47399,2.93047,1.51407,2.88938,1.74717,3.37630
273,0.0925424,0.000664458,0.00126135,0.000653707,0.00135290,0.000728431,0.00144310,0.000679924,0.00131653,0.00142322,0.00279791,0.00144385,0.00275303,0.00148557,0.00281853,0.00143447,0.00283678,0.00106665,0.00213685,0.00109690,0.00216092,0.00111311,0.00227781,0.00116663,0.00219359,0.00368175,0.00729030,0.00371334,0.00721113,0.00383101,0.00753803,0.00387854,0.00768968,0.0136652,0.0259699,0.0134250,0.0260723,0.0133175,0.0255493,0.0140254,0.0271421,0.0450353,0.0882643,0.0441154,0.0881025,0.0472086,0.0918762,0.0467043,0.0889266,0.134102,0.267178,0.127303,0.254981,0.138604,0.258148,0.150175,0.270757,0.446851,0.883897,0.404949,0.776058,0.420080,0.818335,0.460488,0.902648,1.69158,3.21733,1.44583,2.82125,1.51841,2.99488,1.71643,3.34221
274,0.0928814,0.000669747,0.00129138,0.000652809,0.00134268,0.000712781,0.00137411,0.000681583,0.00130321,0.00137325,0.00279760,0.00141613,0.00274105,0.00147293,0.00287540,0.00146562,0.00275972,0.00107673,0.00216426,0.00105622,0.00209501,0.00114554,0.00223009,0.00115238,0.00214677,0.00365695,0.00708917,0.00376228,0.00732075,0.00384817,0.00750561,0.00385055,0.00777234,0.0134019,0.0262968,0.0135862,0.0269859,0.0136504,0.0259609,0.0138887,0.0270435,0.0450829,0.0874701,0.0442075,0.0878960,0.0455003,0.0885130,0.0447102,0.0880294,0.136730,0.265148,0.134324,0.264379,0.137398,0.260092,0.150245,0.287828,0.444136,0.885853,0.398968,0.752866,0.406673,0.817720,0.475725,0.932288,1.64514,3.36582,1.49075,2.81316,1.53556,2.87071,1.72194,3.30018
275,0.0932203,0.000676236,0.00135725,0.000688369,0.00139534,0.000702167,0.00136623,0.000690877,0.00133702,0.00139098,0.00288013,0.00140964,0.00280015,0.00146924,0.00292625,0.00147789,0.00290747,0.00110250,0.00224377,0.00106890,0.00211763,0.00112789,0.00217267,0.00115477,0.00222248,0.00371290,0.00732098,0.00385561,0.00742675,0.00370590,0.00726139,0.00393293,0.00792082,0.0135638,0.0263379,0.0134253,0.0265994,0.0135918,0.0263495,0.0139941,0.0265180,0.0457593,0.0873256,0.0459661,0.0860710,0.0463929,0.0915477,0.0452290,0.0888436,0.136905,0.260746,0.132584,0.254951,0.134343,0.262251,0.146926,0.281269,0.425439,0.839249,0.402682,0.751687,0.425079,0.827121,0.482470,0.913764,1.58201,3.22382,1.47178,2.81471,1.52424,2.80620,1.72543,3.36713
276,0.0935593,0.000679191,0.00142999,0.000701710,0.00139453,0.000705760,0.00133232,0.000687312,0.00138359,0.00142820,0.00294692,0.00140974,0.00275333,0.00145358,0.00284833,0.00143992,0.00286685,0.00109032,0.00215293,0.00108602,0.00217631,0.00109941,0.00214624,0.00112605,0.00216918,0.00359736,0.00717869,0.00368683,0.00726034,0.00380275,0.00728989,0.00392094,0.00766167,0.0131914,0.0260138,0.0135600,0.0264816,0.0136346,0.0262808,0.0139719,0.0270309,0.0448827,0.0875376,0.0450143,0.0881920,0.0452181,0.0899168,0.0467007,0.0911305,0.135865,0.256856,0.136239,0.260243,0.135582,0.270010,0.145344,0.271684,0.414419,0.833035,0.403178,0.752103,0.434727,0.803491,0.454712,0.879689,1.61962,3.24886,1.45672,2.74575,1.51375,2.91184,1.75265,3.35171
277,0.0938983,0.000665506,0.00131513,0.000645922,0.00132527,0.000713639,0.00136537,0.000704984,0.00139104,0.00137119,0.00282173,0.00143223,0.00278886,0.00146460,0.00283857,0.00144380,0.00287211,0.00107619,0.00211946,0.00105675,0.00211864,0.00114734,0.00218642,0.00115097,0.00220708,0.00377948,0.00722793,0.00359701,0.00721086,0.00376896,0.00752868,0.00389275,0.00735871,0.0126011,0.0247262,0.0132470,0.0257709,0.0139832,0.0265351,0.0139734,0.0267514,0.0450854,0.0897499,0.0436798,0.0886595,0.0439171,0.0896796,0.0469818,0.0916345,0.138076,0.262824,0.135609,0.261911,0.139479,0.265532,0.142792,0.269812,0.428870,0.845896,0.393813,0.754400,0.405092,0.777729,0.456816,0.909013,1.66266,3.28355,1.48434,2.83833,1.51870,2.94193,1.72980,3.30956
278,0.0942373,0.000654136,0.00129057,0.000664073,0.00133741,0.000707285,0.00139961,0.000740777,0.00141685,0.00140626,0.00279078,0.00138469,0.00268372,0.00149482,0.00286151,0.00147504,0.00301741,0.00109450,0.00222413,0.00104882,0.00215773,0.00114921,0.00222661,0.00114519,0.00216658,0.00377160,0.00730537,0.00367897,0.00730224,0.00384884,0.00763423,0.00383086,0.00739868,0.0128422,0.0259828,0.0127002,0.0248855,0.0136028,0.0261706,0.0145086,0.0272199,0.0438600,0.0869851,0.0445295,0.0885095,0.0437532,0.0859318,0.0489087,0.0910861,0.145983,0.276718,0.133826,0.262706,0.139487,0.260752,0.137297,0.271142,0.435762,0.880314,0.407943,0.767316,0.406966,0.780686,0.458432,0.909904,1.68958,3.29658,1.50000,2.86043,1.52974,2.91473,1.74361,3.37169
279,0.0945763,0.000671671,0.00134286,0.000663259,0.00133619,0.000713429,0.00136947,0.000716701,0.00135171,0.00138949,0.00275079,0.00139215,0.00275427,0.00146359,0.00285895,0.00146225,0.00291194,0.00109805,0.00222313,0.00108022,0.00218760,0.00110477,0.00213297,0.00110651,0.00212246,0.00379597,0.00735167,0.00362687,0.00736890,0.00392583,0.00751652,0.00374011,0.00756090,0.0132949,0.0266921,0.0126541,0.0248886,0.0136544,0.0262171,0.0142775,0.0277016,0.0452693,0.0914246,0.0462796,0.0886983,0.0455962,0.0876671,0.0489456,0.0908516,0.140999,0.266140,0.131494,0.265368,0.134793,0.267489,0.143745,0.286668,0.441269,0.868334,0.412710,0.806787,0.418763,0.794444,0.459742,0.895147,1.65241,3.25779,1.46752,2.88410,1.52844,2.87384,1.73169,3.40177
280,0.0949153,0.000685145,0.00135427,0.000671148,0.00135866,0.000701983,0.00136934,0.000706048,0.00138066,0.00140335,0.00283643,0.00144548,0.00291432,0.00147350,0.00297297,0.00147553,0.00280365,0.00108619,0.00219711,0.00105612,0.00208767,0.00105777,0.00206354,0.00113172,0.00212842,0.00384144,0.00751832,0.00363139,0.00723046,0.00391824,0.00747672,0.00377627,0.00756844,0.0130837,0.0254285,0.0132767,0.0253718,0.0134434,0.0260391,0.0139628,0.0263513,0.0446847,0.0913850,0.0457577,0.0888370,0.0482510,0.0917425,0.0465969,0.0902302,0.134142,0.264052,0.126804,0.257548,0.130489,0.265757,0.143909,0.273258,0.446256,0.856480,0.406613,0.790608,0.431686,0.779985,0.448069,0.865686,1.69193,3.26364,1.51176,2.87342,1.52994,2.99066,1.72743,3.26892
281,0.0952542,0.000668224,0.00134295,0.000655765,0.00134131,0.000725198,0.00145029,0.000698061,0.00139634,0.00143656,0.00289640,0.00141094,0.00285689,0.00150087,0.00293264,0.00145072,0.00287684,0.00110217,0.00217615,0.00105589,0.00205055,0.00108766,0.00217229,0.00118972,0.00226097,0.00385020,0.00755742,0.00365225,0.00717358,0.00379035,0.00738657,0.00376328,0.00760434,0.0131832,0.0256586,0.0130245,0.0253494,0.0131903,0.0250077,0.0140291,0.0265828,0.0454572,0.0876211,0.0424790,0.0864117,0.0476660,0.0937239,0.0477073,0.0923633,0.136245,0.266133,0.125187,0.248915,0.133496,0.266031,0.148978,0.273956,0.447637,0.859418,0.386339,0.748114,0.431623,0.775620,0.446891,0.889211,1.65793,3.21653,1.50085,2.85314,1.54652,3.06077,1.73747,3.36197
282,0.0955932,0.000663488,0.00138764,0.000649137,0.00131663,0.000699009,0.00140433,0.000706963,0.00136382,0.00139836,0.00277317,0.00133688,0.00268609,0.00149537,0.00297066,0.00148519,0.00294627,0.00108279,0.00213462,0.00107742,0.00210862,0.00110958,0.00215380,0.00117910,0.00229570,0.00367596,0.00730898,0.00356819,0.00719256,0.00364453,0.00739765,0.00381540,0.00771927,0.0133529,0.0260074,0.0130501,0.0260690,0.0136128,0.0255559,0.0136127,0.0261654,0.0458580,0.0850410,0.0429541,0.0853638,0.0462513,0.0920871,0.0474519,0.0918480,0.135183,0.255581,0.126256,0.247324,0.140110,0.258839,0.147266,0.273240,0.432455,0.847124,0.376361,0.726432,0.415601,0.778548,0.442394,0.875042,1.66346,3.15647,1.48832,2.82673,1.57393,2.98719,1.78962,3.46572
283,0.0959322,0.000690972,0.00143291,0.000650404,0.00129259,0.000687176,0.00137732,0.000696810,0.00133046,0.00142438,0.00276362,0.00133691,0.00274980,0.00147245,0.00299412,0.00149963,0.00299031,0.00108804,0.00216533,0.00104214,0.00215294,0.00108421,0.00216361,0.00114909,0.00229273,0.00369509,0.00715582,0.00356961,0.00718752,0.00374609,0.00752310,0.00392164,0.00766128,0.0132084,0.0261141,0.0132088,0.0256526,0.0135897,0.0259003,0.0135736,0.0259982,0.0440048,0.0867424,0.0444436,0.0865556,0.0459018,0.0899275,0.0494335,0.0920346,0.133323,0.264717,0.130449,0.253910,0.138818,0.262875,0.140301,0.271278,0.428587,0.850426,0.384705,0.752890,0.416270,0.769688,0.440639,0.843993,1.68434,3.25239,1.46551,2.74925,1.51839,2.95817,1.76201,3.43462
284,0.0962712,0.000682844,0.00138653,0.000669704,0.00134321,0.000695882,0.00139622,0.000668941,0.00132499,0.00140137,0.00272126,0.00139722,0.00284992,0.00145302,0.00298046,0.00146781,0.00288560,0.00106195,0.00213070,0.00104187,0.00212840,0.00110692,0.00222635,0.00110686,0.00219856,0.00388787,0.00742605,0.00366988,0.00715299,0.00376701,0.00758399,0.00388126,0.00765512,0.0132698,0.0256860,0.0129470,0.0252070,0.0139683,0.0258134,0.0133602,0.0260253,0.0447472,0.0852159,0.0442563,0.0884401,0.0465730,0.0919728,0.0485403,0.0910503,0.140874,0.274906,0.131623,0.256892,0.133821,0.261228,0.142555,0.271087,0.439968,0.852649,0.405827,0.779449,0.402660,0.754892,0.447055,0.865914,1.64638,3.20246,1.43479,2.76464,1.51088,2.98718,1.73586,3.40503
285,0.0966102,0.000673664,0.00131253,0.000680983,0.00133535,0.000678362,0.00135383,0.000706381,0.00136163,0.00148513,0.00286052,0.00141023,0.00283470,0.00141557,0.00291742,0.00145486,0.00284564,0.00108218,0.00217048,0.00104244,0.00202685,0.00108546,0.00215374,0.00113261,0.00221569,0.00369622,0.00731498,0.00372102,0.00708128,0.00371662,0.00741665,0.00386814,0.00774611,0.0129801,0.0251721,0.0128311,0.0254677,0.0138655,0.0264840,0.0139626,0.0265385,0.0454827,0.0876532,0.0437875,0.0869385,0.0456664,0.0911718,0.0465615,0.0877581,0.142133,0.277921,0.127170,0.260598,0.132448,0.254218,0.144735,0.267665,0.423890,0.815711,0.410779,0.782258,0.418476,0.817562,0.443956,0.865404,1.62690,3.12977,1.46704,2.84562,1.54343,2.96143,1.73204,3.41225
286,0.0969492,0.000695534,0.00138744,0.000696236,0.00132316,0.000681554,0.00136469,0.000720767,0.00137184,0.00148724,0.00282088,0.00140636,0.00289008,0.00140971,0.00288256,0.00151037,0.00298558,0.00105816,0.00214697,0.00106719,0.00206042,0.00109587,0.00213362,0.00111515,0.00216456,0.00364971,0.00749097,0.00372398,0.00709568,0.00382373,0.00748093,0.00403068,0.00798106,0.0135357,0.0252039,0.0126631,0.0248338,0.0138195,0.0261595,0.0145502,0.0269600,0.0448696,0.0906099,0.0452133,0.0864174,0.0464549,0.0912883,0.0461743,0.0884345,0.144228,0.277099,0.127644,0.257546,0.140346,0.266755,0.141218,0.269507,0.419794,0.806990,0.399168,0.767067,0.419582,0.817717,0.448383,0.834477,1.65967,3.21265,1.51075,2.94743,1.56686,2.95419,1.73150,3.38709
287,0.0972881,0.000678041,0.00137941,0.000687221,0.00132810,0.000696442,0.00138646,0.000690009,0.00137636,0.00137264,0.00269860,0.00144353,0.00292199,0.00146924,0.00286761,0.00148277,0.00285581,0.00108731,0.00219531,0.00107195,0.00212809,0.00108853,0.00215434,0.00112857,0.00220251,0.00387267,0.00762087,0.00375263,0.00707391,0.00404461,0.00785694,0.00403645,0.00804563,0.0133337,0.0253527,0.0123756,0.0251612,0.0136555,0.0262204,0.0138359,0.0265755,0.0440087,0.0904257,0.0452286,0.0859154,0.0464094,0.0914200,0.0475614,0.0917415,0.136754,0.262839,0.131349,0.250093,0.139533,0.279135,0.147357,0.276378,0.419289,0.832689,0.399987,0.749714,0.418938,0.792706,0.460048,0.865923,1.65927,3.30156,1.47393,2.82087,1.55594,2.95165,1.74255,3.38664
288,0.0976271,0.000681687,0.00133184,0.000698264,0.00139908,0.000716165,0.00142499,0.000683446,0.00141723,0.00139104,0.00269198,0.00141018,0.00286480,0.00151028,0.00285249,0.00147160,0.00287906,0.00110543,0.00212775,0.00105732,0.00214815,0.00111526,0.00221074,0.00110717,0.00217627,0.00385041,0.00740200,0.00374919,0.00712072,0.00395970,0.00767317,0.00393812,0.00757217,0.0132952,0.0250959,0.0126128,0.0257243,0.0140894,0.0262873,0.0132252,0.0263994,0.0453421,0.0918381,0.0440997,0.0859464,0.0475747,0.0927077,0.0488059,0.0914255,0.133536,0.273587,0.130249,0.261451,0.134973,0.263248,0.144072,0.274521,0.442972,0.856858,0.397472,0.756159,0.428203,0.824181,0.459336,0.888921,1.64967,3.17409,1.46014,2.84758,1.56832,2.99989,1.72965,3.36695
289,0.0979661,0.000688250,0.00134071,0.000736495,0.00141853,0.000738192,0.00141686,0.000683347,0.00141349,0.00137823,0.00266406,0.00138213,0.00287934,0.00147187,0.00286492,0.00150766,0.00294812,0.00108313,0.00206358,0.00103091,0.00211680,0.00110187,0.00222052,0.00112325,0.00218465,0.00375771,0.00715928,0.00377738,0.00743831,0.00380840,0.00725710,0.00409573,0.00783440,0.0134580,0.0241771,0.0131796,0.0257333,0.0140426,0.0260571,0.0136473,0.0264979,0.0465969,0.0917150,0.0436099,0.0869707,0.0463930,0.0894445,0.0482596,0.0903158,0.138315,0.272018,0.133984,0.265022,0.131162,0.254108,0.145076,0.278319,0.440780,0.858534,0.392648,0.768680,0.389887,0.777566,0.482448,0.937278,1.64849,3.14502,1.49305,2.86635,1.55723,2.92505,1.76375,3.33650
